frame,absrel,sqrel,rmse,rmse_log,delta1,delta2,delta3
1661868173547958016.png,0.202300,1.558235,4.733832,1.324643,0.857515,0.863157,0.876724
1661868173589958912.png,0.250610,1.672611,4.821670,1.328498,0.757243,0.852400,0.866778
1661868173628959744.png,0.258843,1.731185,4.967375,1.234509,0.747192,0.836402,0.851674
1661868173676960768.png,0.276895,1.829957,5.134748,1.155532,0.705369,0.814888,0.833926
1661868173715961600.png,0.233332,1.707832,5.033425,1.120044,0.814895,0.822319,0.842574
1661868173760962560.png,0.198158,1.601678,4.937317,1.047957,0.817098,0.825067,0.849786
1661868173802963456.png,0.165946,1.513715,4.836120,0.986677,0.811925,0.825671,0.856465
1661868173844964352.png,0.224089,1.614728,4.937196,1.009751,0.811657,0.824117,0.849424
1661868173886965248.png,0.183179,1.457554,4.737123,0.964933,0.826496,0.839018,0.864266
1661868173931966208.png,0.228082,1.495683,4.739006,0.976444,0.822208,0.838789,0.864725
1661868173973967104.png,0.291290,1.625663,4.843346,0.998373,0.609091,0.835347,0.854947
1661868174021968128.png,0.216147,1.347121,4.508404,0.898250,0.835275,0.858475,0.877978
1661868174063969024.png,0.189907,1.369098,4.557044,0.921400,0.849416,0.861375,0.875628
1661868174105969920.png,0.211193,1.479885,4.706302,0.960327,0.846602,0.854607,0.865564
1661868174147970816.png,0.191698,1.534467,4.807297,1.012852,0.849219,0.857312,0.864950
1661868174183971584.png,0.213404,1.648455,4.961900,1.059861,0.844180,0.851402,0.855699
1661868174225972480.png,0.198791,1.625187,4.944488,1.056386,0.847470,0.857712,0.862879
1661868174264973312.png,0.207369,1.657371,4.978709,1.079291,0.849379,0.855292,0.860893
1661868174306974208.png,0.163673,1.580389,4.900050,1.046790,0.854963,0.862296,0.867521
1661868174354975232.png,0.150891,1.559788,4.865078,1.045648,0.859476,0.865250,0.870129
1661868174399976192.png,0.189243,1.604459,4.897331,1.068973,0.856409,0.862624,0.867310
1661868174441977088.png,0.156442,1.561142,4.851022,1.067261,0.859496,0.866924,0.870759
1661868174483977984.png,0.189563,1.611087,4.884506,1.089709,0.855226,0.862085,0.865601
1661868174525978880.png,0.162241,1.554891,4.824048,1.057038,0.857926,0.865732,0.870183
1661868174564979712.png,0.157017,1.554318,4.822009,1.073071,0.856679,0.865204,0.871311
1661868174603980544.png,0.176494,1.531930,4.765471,1.076854,0.859317,0.868816,0.873895
1661868174645981440.png,0.185347,1.563364,4.789658,1.123011,0.851466,0.865514,0.872807
1661868174693982464.png,0.197586,1.536674,4.726459,1.112912,0.853402,0.869532,0.874473
1661868174735983360.png,0.154032,1.447173,4.618200,1.080244,0.855444,0.874879,0.881510
1661868174780984320.png,0.182113,1.489112,4.656916,1.081653,0.853396,0.868379,0.877291
1661868174828985344.png,0.200726,1.603916,4.828377,1.116012,0.831676,0.860257,0.869577
1661868174870986240.png,0.156991,1.474661,4.688087,1.081272,0.841512,0.872343,0.880388
1661868174912987136.png,0.165314,1.478298,4.681816,1.065070,0.829932,0.867706,0.879089
1661868174960988160.png,0.237581,1.619285,4.788881,1.129656,0.793766,0.856701,0.868782
1661868175002989056.png,0.222765,1.603674,4.826837,1.109065,0.788688,0.858746,0.871453
1661868175044989952.png,0.210148,1.566444,4.786146,1.104177,0.790915,0.859716,0.873393
1661868175086990848.png,0.232640,1.643291,4.939025,1.077583,0.766171,0.853946,0.866025
1661868175128991744.png,0.237676,1.753128,5.117803,1.091103,0.748686,0.835516,0.855509
1661868175170992640.png,0.231474,1.775155,5.193812,1.079607,0.748255,0.826002,0.850596
1661868175209993472.png,0.280900,1.986604,5.467799,1.103818,0.696149,0.804001,0.840100
1661868175251994368.png,0.243651,1.948999,5.503355,1.050874,0.715587,0.799193,0.841204
1661868175302995456.png,0.257252,2.065134,5.639348,1.064980,0.692947,0.783447,0.827880
1661868175341996288.png,0.250734,2.115725,5.729282,1.032925,0.706552,0.772847,0.816976
1661868175383997184.png,0.268519,2.388079,6.135069,1.079137,0.663549,0.748412,0.799652
1661868175425998080.png,0.269555,2.466035,6.255613,1.079949,0.671037,0.736793,0.789692
1661868175470999040.png,0.278708,2.631948,6.480602,1.114564,0.661392,0.728256,0.777741
1661868175509999872.png,0.285292,2.724982,6.592917,1.117127,0.652716,0.712047,0.770718
1661868175549000704.png,0.285242,2.783318,6.657578,1.135641,0.639024,0.709162,0.762761
1661868175591001600.png,0.271438,2.720913,6.599899,1.132029,0.648342,0.716293,0.765137
1661868175639002624.png,0.288828,2.807414,6.667871,1.144751,0.635106,0.707486,0.755762
1661868175681003520.png,0.307481,2.886913,6.750122,1.143485,0.610619,0.699873,0.750559
1661868175723004416.png,0.288325,2.796271,6.672365,1.107428,0.611099,0.707806,0.758233
1661868175765005312.png,0.285923,2.756234,6.620402,1.115191,0.623291,0.710133,0.764249
1661868175810006272.png,0.288773,2.783643,6.661325,1.107897,0.624165,0.709801,0.760660
1661868175849007104.png,0.296837,2.853514,6.749869,1.124385,0.594943,0.706556,0.756654
1661868175897008128.png,0.289447,2.820760,6.748488,1.120166,0.619942,0.707733,0.765265
1661868175939009024.png,0.295089,2.896715,6.843462,1.133650,0.611959,0.699805,0.756170
1661868175981009920.png,0.309602,2.889867,6.815937,1.108495,0.572791,0.693891,0.758517
1661868176029010944.png,0.309794,2.892134,6.824799,1.111324,0.569941,0.696836,0.761608
1661868176071011840.png,0.302981,2.938839,6.900322,1.146950,0.592892,0.698582,0.758459
1661868176113012736.png,0.305920,2.987626,6.954751,1.164753,0.600350,0.697921,0.756016
1661868176152013568.png,0.317277,3.037745,7.011990,1.184703,0.567303,0.694881,0.754623
1661868176197014528.png,0.320100,3.039903,6.995430,1.186544,0.546232,0.691074,0.754409
1661868176242015488.png,0.311502,2.951220,6.900795,1.185053,0.571168,0.703465,0.762204
1661868176284016384.png,0.321860,3.113231,7.070042,1.224759,0.568756,0.686942,0.746347
1661868176323017216.png,0.319127,3.012719,6.969431,1.190200,0.566992,0.693598,0.752048
1661868176368018176.png,0.323782,3.099616,7.052564,1.235946,0.551944,0.685915,0.747299
1661868176410019072.png,0.322289,3.067008,7.011754,1.234503,0.564676,0.690876,0.751424
1661868176452019968.png,0.337288,3.197081,7.127935,1.263180,0.562421,0.673601,0.737289
1661868176497020928.png,0.339394,3.204962,7.137847,1.265917,0.570496,0.678865,0.737379
1661868176536021760.png,0.334259,3.143876,7.074085,1.249351,0.565517,0.685516,0.745187
1661868176578022656.png,0.335870,3.086189,6.989342,1.219723,0.555404,0.682977,0.742751
1661868176617023488.png,0.342444,3.050603,6.938451,1.222629,0.536157,0.684157,0.747861
1661868176659024384.png,0.342622,3.060179,6.956708,1.227989,0.506185,0.682475,0.747185
1661868176701025280.png,0.347658,3.061616,6.928894,1.220739,0.510215,0.679919,0.743332
1661868176743026176.png,0.348035,3.042520,6.910563,1.226992,0.507126,0.682884,0.744937
1661868176785027072.png,0.351088,2.968527,6.809437,1.207560,0.510940,0.668853,0.750859
1661868176824027904.png,0.353838,2.931394,6.775813,1.194721,0.497495,0.672223,0.750388
1661868176869028864.png,0.353744,2.929097,6.755907,1.190104,0.522905,0.686234,0.750910
1661868176914029824.png,0.354649,2.906873,6.707235,1.218402,0.522837,0.679936,0.747154
1661868176953030656.png,0.359092,3.028177,6.853763,1.260641,0.538907,0.672129,0.735319
1661868176992031488.png,0.349964,2.997032,6.861566,1.269789,0.538414,0.686603,0.746891
1661868177034032384.png,0.336675,2.982954,6.852496,1.283197,0.562517,0.686934,0.744568
1661868177076033280.png,0.380352,2.949680,6.753294,1.256360,0.490324,0.653397,0.748531
1661868177118034176.png,0.356008,2.843449,6.647062,1.226539,0.530454,0.666021,0.743964
1661868177163035136.png,0.344956,2.771000,6.571043,1.194183,0.554711,0.694789,0.762458
1661868177208036096.png,0.358821,2.770793,6.550092,1.199898,0.503444,0.695628,0.767717
1661868177244036864.png,0.348266,2.741318,6.562437,1.225023,0.508171,0.700155,0.769694
1661868177283037696.png,0.360952,2.847400,6.676410,1.260335,0.494654,0.684968,0.762176
1661868177325038592.png,0.358824,2.987836,6.842208,1.289844,0.502528,0.674287,0.757987
1661868177367039488.png,0.347789,3.008719,6.889473,1.298275,0.517719,0.683440,0.759368
1661868177409040384.png,0.348589,3.032322,6.927033,1.303962,0.512945,0.686060,0.755643
1661868177451041280.png,0.359204,3.043584,6.920334,1.264689,0.484545,0.679278,0.750195
1661868177493042176.png,0.361523,3.092086,6.962028,1.288440,0.492432,0.677870,0.748911
1661868177535043072.png,0.361374,3.108025,7.004303,1.303283,0.482738,0.677226,0.750269
1661868177580044032.png,0.356211,3.078409,6.979434,1.292741,0.503146,0.668335,0.746630
1661868177625044992.png,0.354462,3.100591,6.987750,1.300234,0.514008,0.652733,0.739804
1661868177670045952.png,0.370193,3.158428,7.019362,1.310824,0.475985,0.651109,0.732938
1661868177712046848.png,0.373638,3.142186,6.983934,1.299615,0.495826,0.661761,0.737653
1661868177748047616.png,0.364158,3.129206,6.956939,1.295544,0.522036,0.670680,0.732433
1661868177793048576.png,0.378152,3.167631,6.973442,1.313281,0.500140,0.678437,0.736901
1661868177838049536.png,0.396921,3.176742,6.968085,1.328138,0.451691,0.670437,0.734884
1661868177877050368.png,0.409780,3.186191,6.984776,1.311646,0.412095,0.654893,0.727369
1661868177916051200.png,0.430474,3.350031,7.100626,1.366976,0.428443,0.621287,0.712210
1661868177958052096.png,0.416931,3.351526,7.126253,1.395333,0.436854,0.641223,0.716586
1661868178003053056.png,0.456748,3.488495,7.164324,1.424064,0.427933,0.618699,0.705143
1661868178048054016.png,0.431977,3.498983,7.157155,1.424721,0.457600,0.631161,0.698435
1661868178090054912.png,0.421607,3.315335,7.039709,1.375130,0.464777,0.641285,0.710327
1661868178132055808.png,0.438862,3.308577,6.986494,1.377041,0.438951,0.628089,0.716037
1661868178171056640.png,0.450964,3.166204,6.803940,1.327946,0.407659,0.625738,0.723619
1661868178207057408.png,0.441400,3.145368,6.773898,1.332496,0.428733,0.632883,0.721718
1661868178249058304.png,0.433975,2.918915,6.483227,1.263497,0.383628,0.635569,0.734336
1661868178297059328.png,0.427475,2.790698,6.284009,1.239318,0.416196,0.665050,0.762108
1661868178339060224.png,0.452049,2.695529,6.136198,1.217526,0.401409,0.656670,0.769899
1661868178384061184.png,0.477271,2.832875,6.156476,1.287199,0.440158,0.663387,0.751879
1661868178426062080.png,0.515663,2.904705,6.164114,1.318394,0.434977,0.624588,0.732477
1661868178468062976.png,0.488052,3.105491,6.352046,1.329283,0.461771,0.655138,0.756756
1661868178510063872.png,0.523033,3.083507,6.322849,1.361195,0.438712,0.650231,0.740633
1661868178546064640.png,0.422003,2.946869,6.379587,1.387265,0.473518,0.693659,0.768571
1661868178588065536.png,0.420997,2.942647,6.369058,1.381075,0.485216,0.698736,0.770671
1661868178630066432.png,0.396088,2.934003,6.499511,1.359688,0.484697,0.665356,0.758025
1661868178669067264.png,0.387312,2.830747,6.422624,1.330925,0.453926,0.680057,0.760496
1661868178711068160.png,0.350093,2.681118,6.387818,1.302656,0.465476,0.700465,0.768294
1661868178759069184.png,0.332741,2.693999,6.425116,1.358704,0.540645,0.720809,0.775374
1661868178804070144.png,0.320931,2.711133,6.409719,1.348099,0.578731,0.736645,0.780743
1661868178846071040.png,0.291325,2.128032,5.526999,1.314885,0.633494,0.799201,0.827201
1661868178888071936.png,0.278004,1.908416,5.219670,1.225876,0.633105,0.798358,0.838639
1661868178930072832.png,0.293912,2.772221,6.490366,1.428764,0.634118,0.742165,0.782891
1661868178972073728.png,0.324383,2.946625,6.707959,1.417131,0.575811,0.718239,0.757599
1661868179014074624.png,0.317840,2.861727,6.629375,1.392196,0.601737,0.723561,0.767386
1661868179059075584.png,0.359709,2.839498,6.532956,1.393703,0.611126,0.696021,0.747290
1661868179107076608.png,0.316632,2.770138,6.486152,1.366986,0.616922,0.709487,0.762181
1661868179152077568.png,0.294084,2.703403,6.429076,1.348659,0.624345,0.724280,0.770906
1661868179191078400.png,0.284605,2.612868,6.299745,1.328337,0.641586,0.730961,0.780644
1661868179233079296.png,0.271153,2.381935,6.063302,1.266760,0.643306,0.757833,0.803638
1661868179278080256.png,0.264616,2.491590,6.191240,1.318334,0.659594,0.746378,0.788493
1661868179320081152.png,0.260746,2.398549,6.083450,1.275813,0.672380,0.754672,0.796973
1661868179362082048.png,0.240944,2.185285,5.853063,1.197960,0.709602,0.781148,0.816180
1661868179407083008.png,0.242749,2.169458,5.847802,1.186126,0.712837,0.784297,0.821407
1661868179452083968.png,0.239530,2.120367,5.789856,1.181673,0.714055,0.791472,0.828170
1661868179494084864.png,0.235652,2.088245,5.752526,1.162954,0.737072,0.792905,0.829501
1661868179539085824.png,0.229332,2.013834,5.650335,1.122903,0.724349,0.802414,0.835811
1661868179581086720.png,0.245907,2.007313,5.618255,1.135365,0.663190,0.804174,0.835231
1661868179623087616.png,0.221911,1.909976,5.494714,1.104719,0.742052,0.810925,0.842682
1661868179665088512.png,0.233922,1.883671,5.440407,1.069204,0.696561,0.807115,0.840971
1661868179713089536.png,0.243541,1.860193,5.419201,1.050432,0.645312,0.809666,0.843993
1661868179758090496.png,0.231633,1.765031,5.270615,1.035669,0.679229,0.817483,0.847404
1661868179803091456.png,0.239610,1.730949,5.217549,1.006476,0.639375,0.821135,0.850906
1661868179845092352.png,0.259547,1.788538,5.260991,1.042175,0.612274,0.810373,0.846690
1661868179887093248.png,0.264392,1.744486,5.166901,0.993056,0.648432,0.804839,0.847397
1661868179926094080.png,0.230029,1.598917,4.997125,0.950908,0.690390,0.835371,0.861374
1661868179968094976.png,0.280012,1.538952,4.838668,0.946524,0.530680,0.797156,0.868181
1661868180010095872.png,0.280772,1.537607,4.824803,0.942939,0.545885,0.793742,0.867652
1661868180049096704.png,0.284466,1.487951,4.748854,0.928238,0.548156,0.790094,0.874659
1661868180088097536.png,0.339045,1.544656,4.767157,0.935327,0.435701,0.753451,0.871132
1661868180130098432.png,0.326237,1.487983,4.692676,0.889199,0.434069,0.755459,0.868716
1661868180175099392.png,0.349384,1.538715,4.759381,0.926134,0.397066,0.738018,0.864820
1661868180217100288.png,0.476475,1.758276,4.815009,0.968593,0.414910,0.647193,0.691782
1661868180256101120.png,0.350871,1.549090,4.751394,0.921696,0.428067,0.687643,0.858767
1661868180298102016.png,0.415113,1.720681,4.873706,0.967755,0.374922,0.678119,0.732084
1661868180340102912.png,0.483664,1.859292,4.907513,0.982874,0.342323,0.632486,0.734599
1661868180385103872.png,0.443604,1.596811,4.605535,0.898313,0.367703,0.722765,0.780425
1661868180427104768.png,0.447771,1.595652,4.560675,0.897078,0.381722,0.664791,0.806255
1661868180466105600.png,0.422992,1.579463,4.572563,0.887069,0.383163,0.663145,0.810389
1661868180508106496.png,0.373552,1.417059,4.464177,0.852927,0.500126,0.709592,0.838867
1661868180550107392.png,0.398557,1.220302,4.149997,0.768296,0.386588,0.675370,0.857904
1661868180589108224.png,0.440304,1.366672,4.301075,0.809849,0.361366,0.633995,0.841739
1661868180628109056.png,0.486207,1.358129,4.268828,0.824015,0.355759,0.576096,0.834976
1661868180670109952.png,0.502994,1.248533,4.083448,0.779391,0.349219,0.513228,0.830482
1661868180715110912.png,0.571584,1.226725,4.009783,0.763195,0.332603,0.576927,0.708729
1661868180760111872.png,0.769997,1.291973,3.918507,0.851350,0.366524,0.548186,0.663399
1661868180802112768.png,1.210231,1.493666,3.735754,1.032981,0.292038,0.409289,0.615335
1661868180844113664.png,1.064003,1.452198,3.992991,1.095759,0.265019,0.430388,0.607927
1661868180886114560.png,0.505174,1.780210,5.020171,0.986193,0.368304,0.600988,0.775158
1661868180922115328.png,0.521896,1.718360,4.880809,0.966349,0.385042,0.558704,0.809210
1661868180967116288.png,0.475382,1.665808,4.761396,0.898563,0.408513,0.489763,0.831049
1661868181009117184.png,0.432884,1.529165,4.641090,0.835823,0.439052,0.505189,0.846543
1661868181051118080.png,0.493975,1.590959,4.685276,0.868168,0.418262,0.469375,0.798692
1661868181090118912.png,0.480534,1.486243,4.556572,0.829754,0.426038,0.473267,0.821313
1661868181132119808.png,0.522666,1.399467,4.382416,0.789668,0.420385,0.460511,0.745214
1661868181174120704.png,0.534714,1.353520,4.308746,0.761614,0.412180,0.454821,0.726125
1661868181216121600.png,0.560935,1.308284,4.249200,0.740405,0.395100,0.436379,0.652456
1661868181258122496.png,0.611209,1.353300,4.267592,0.778217,0.359832,0.411023,0.590217
1661868181303123456.png,0.774302,1.396300,4.158652,0.825639,0.323373,0.387618,0.443008
1661868181348124416.png,0.922758,1.487297,4.189553,0.885093,0.307300,0.351778,0.402559
1661868181387125248.png,0.866342,1.447071,4.213232,0.865803,0.302089,0.348129,0.404821
1661868181432126208.png,1.373885,1.870151,4.083777,1.030068,0.282357,0.337175,0.380270
1661868181474127104.png,1.274827,1.818700,4.309593,1.035206,0.226861,0.314836,0.370296
1661868181516128000.png,1.317381,1.903239,4.430663,1.064454,0.213024,0.291906,0.368778
1661868181558128896.png,1.056457,1.667408,4.415760,0.971735,0.202444,0.283645,0.372025
1661868181597129728.png,0.986685,1.625058,4.393604,0.940948,0.204592,0.296449,0.407338
1661868181636130560.png,0.885472,1.590638,4.501109,0.919683,0.226064,0.304883,0.441378
1661868181678131456.png,0.918910,1.660334,4.572869,0.943642,0.231324,0.316080,0.439680
1661868181720132352.png,0.803691,1.679341,4.696566,0.941885,0.249485,0.332842,0.520537
1661868181762133248.png,0.679451,1.772136,4.951087,0.979036,0.283536,0.367575,0.611830
1661868181804134144.png,0.520478,1.733554,5.027866,0.950827,0.335141,0.497239,0.717793
1661868181846135040.png,0.426375,1.927867,5.343958,0.984100,0.381195,0.567070,0.799605
1661868181885135872.png,0.448897,1.960459,5.368261,0.989183,0.367341,0.540536,0.790214
1661868181927136768.png,0.359994,1.929409,5.370868,0.973450,0.435826,0.659252,0.827783
1661868181966137600.png,0.353032,1.854776,5.271658,0.972949,0.503656,0.675747,0.792263
1661868182008138496.png,0.359883,1.771473,5.123487,0.962543,0.534265,0.685196,0.781460
1661868182050139392.png,0.591644,2.217382,5.171218,1.023370,0.510207,0.669660,0.733540
1661868182095140352.png,0.730311,2.704028,5.351541,1.072856,0.420067,0.637243,0.741794
1661868182140141312.png,0.518058,2.244666,5.682864,1.131117,0.437489,0.655442,0.753512
1661868182182142208.png,0.429056,2.023338,5.377558,1.030437,0.531043,0.675942,0.756432
1661868182221143040.png,0.481670,1.859267,5.081915,0.922950,0.517950,0.665692,0.736160
1661868182263143936.png,0.618037,1.999898,4.823083,0.899291,0.480490,0.614718,0.706586
1661868182302144768.png,0.684304,2.369918,5.558933,1.037014,0.356820,0.489803,0.583459
1661868182344145664.png,0.555150,2.344614,5.884420,1.090633,0.360163,0.495997,0.621085
1661868182386146560.png,0.456283,2.260368,5.842384,1.081571,0.417208,0.527731,0.691274
1661868182428147456.png,0.388376,2.201741,5.819116,1.086236,0.459965,0.584534,0.805970
1661868182464148224.png,0.390038,2.291917,5.935495,1.124017,0.427742,0.578750,0.808204
1661868182506149120.png,0.400315,2.443295,6.100238,1.178300,0.406872,0.595700,0.789471
1661868182551150080.png,0.378563,2.541811,6.255234,1.197791,0.418885,0.670808,0.791739
1661868182590150912.png,0.354846,2.388474,6.097584,1.135470,0.441525,0.695045,0.799913
1661868182635151872.png,0.386223,2.595222,6.366466,1.205928,0.393504,0.638840,0.786758
1661868182677152768.png,0.400291,2.666465,6.447840,1.181372,0.388600,0.637800,0.787061
1661868182716153600.png,0.371480,2.635432,6.479620,1.161710,0.402019,0.694569,0.786236
1661868182758154496.png,0.404375,2.859802,6.723020,1.223134,0.389483,0.640161,0.770208
1661868182800155392.png,0.382362,3.023244,6.953519,1.294580,0.395042,0.681618,0.756042
1661868182839156224.png,0.403698,3.166672,7.066746,1.295308,0.364481,0.655664,0.727123
1661868182884157184.png,0.418294,3.364838,7.261885,1.311500,0.366554,0.648348,0.716675
1661868182926158080.png,0.396001,3.434350,7.335576,1.333889,0.398943,0.636994,0.696341
1661868182971159040.png,0.409295,3.678560,7.557982,1.427785,0.395861,0.628868,0.685136
1661868183010159872.png,0.402757,3.790966,7.673509,1.472775,0.434382,0.625259,0.680196
1661868183049160704.png,0.430552,3.975806,7.861952,1.546462,0.405731,0.608227,0.666270
1661868183091161600.png,0.433779,3.911783,7.777284,1.509304,0.384159,0.590053,0.669264
1661868183130162432.png,0.430583,3.996558,7.857178,1.516635,0.403086,0.592395,0.655409
1661868183172163328.png,0.426003,4.028512,7.879798,1.526744,0.401482,0.591648,0.644653
1661868183214164224.png,0.422505,4.070681,7.918436,1.560214,0.406983,0.592805,0.649603
1661868183256165120.png,0.418872,3.934341,7.768906,1.482645,0.395066,0.590151,0.653699
1661868183298166016.png,0.459592,4.191704,7.936594,1.554888,0.376904,0.548346,0.635909
1661868183340166912.png,0.431124,4.015286,7.794525,1.497588,0.393613,0.571932,0.647721
1661868183382167808.png,0.433714,3.985221,7.708557,1.509871,0.396387,0.570352,0.646914
1661868183427168768.png,0.460894,4.185926,7.862719,1.543049,0.351507,0.536317,0.625519
1661868183469169664.png,0.439065,4.109666,7.800829,1.544040,0.375527,0.550332,0.632295
1661868183511170560.png,0.435474,4.108056,7.793436,1.532610,0.390754,0.551529,0.627929
1661868183550171392.png,0.429728,4.141187,7.811895,1.564873,0.420518,0.551823,0.625018
1661868183595172352.png,0.410923,3.990795,7.686650,1.509006,0.446122,0.555796,0.637112
1661868183637173248.png,0.399816,3.922077,7.648304,1.484258,0.467779,0.573074,0.648287
1661868183679174144.png,0.405170,3.988119,7.692216,1.515062,0.455735,0.559267,0.640110
1661868183718174976.png,0.412927,4.015791,7.683829,1.499702,0.443082,0.544832,0.631202
1661868183769176064.png,0.401825,4.023245,7.728687,1.503563,0.471300,0.552594,0.634693
1661868183811176960.png,0.389174,3.900755,7.634434,1.464986,0.465850,0.561655,0.645870
1661868183850177792.png,0.395851,3.983874,7.736646,1.464327,0.455803,0.566903,0.643919
1661868183892178688.png,0.396602,4.006693,7.753013,1.476514,0.455614,0.564442,0.642044
1661868183931179520.png,0.407110,4.070564,7.822516,1.500357,0.444190,0.574303,0.646681
1661868183973180416.png,0.402877,4.040133,7.795854,1.481115,0.445135,0.574796,0.642969
1661868184018181376.png,0.394743,3.951568,7.719933,1.441662,0.463836,0.584980,0.650968
1661868184060182272.png,0.404826,3.969234,7.697757,1.434266,0.443695,0.575034,0.638387
1661868184102183168.png,0.405123,3.989334,7.734295,1.444541,0.450714,0.569556,0.634550
1661868184147184128.png,0.413590,3.948927,7.653042,1.418345,0.426364,0.567098,0.631777
1661868184192185088.png,0.403995,3.846118,7.573130,1.373778,0.441774,0.574235,0.642756
1661868184240186112.png,0.390905,3.745103,7.501059,1.375008,0.457231,0.591306,0.658085
1661868184282187008.png,0.409830,3.901443,7.624315,1.414237,0.437281,0.572520,0.646247
1661868184324187904.png,0.401762,3.942711,7.683758,1.430025,0.453702,0.576645,0.643731
1661868184366188800.png,0.405663,3.913018,7.667515,1.380356,0.431231,0.572882,0.643324
1661868184411189760.png,0.404911,3.846650,7.595936,1.352116,0.429156,0.576135,0.641320
1661868184447190528.png,0.413404,3.951972,7.704672,1.392502,0.411256,0.577507,0.637419
1661868184486191360.png,0.408115,3.869337,7.641158,1.345454,0.409116,0.585049,0.643739
1661868184528192256.png,0.398387,3.780710,7.566059,1.313293,0.429260,0.590722,0.649770
1661868184573193216.png,0.401118,3.791303,7.571815,1.315787,0.417971,0.589154,0.647742
1661868184618194176.png,0.394159,3.740582,7.511360,1.330720,0.430613,0.602265,0.655373
1661868184660195072.png,0.384654,3.693079,7.474258,1.330650,0.441343,0.612188,0.666154
1661868184705196032.png,0.388879,3.622118,7.391225,1.291697,0.422305,0.611221,0.664963
1661868184747196928.png,0.394391,3.707775,7.478439,1.330100,0.421562,0.608310,0.668490
1661868184786197760.png,0.384759,3.602233,7.379501,1.282455,0.437233,0.615051,0.671812
1661868184831198720.png,0.391274,3.623421,7.382287,1.291768,0.412301,0.615917,0.670574
1661868184873199616.png,0.382921,3.610523,7.394454,1.293571,0.431455,0.615132,0.672608
1661868184921200640.png,0.383713,3.664667,7.456654,1.292164,0.441073,0.609817,0.667909
1661868184960201472.png,0.374767,3.520920,7.316438,1.243798,0.437579,0.617379,0.673810
1661868185005202432.png,0.362875,3.336028,7.126808,1.200181,0.426905,0.617808,0.686164
1661868185047203328.png,0.370041,3.437220,7.220449,1.256303,0.417271,0.609656,0.681205
1661868185086204160.png,0.362029,3.404407,7.217156,1.241402,0.463769,0.621905,0.683568
1661868185125204992.png,0.359287,3.373881,7.193902,1.217175,0.447993,0.626036,0.691768
1661868185170205952.png,0.362998,3.409969,7.232231,1.225936,0.431094,0.619559,0.687553
1661868185215206912.png,0.365381,3.501972,7.329364,1.264945,0.481604,0.613688,0.676267
1661868185257207808.png,0.373057,3.538257,7.341812,1.246398,0.450256,0.606156,0.669537
1661868185299208704.png,0.364258,3.394081,7.215826,1.227299,0.428235,0.622888,0.688483
1661868185341209600.png,0.361813,3.430357,7.249529,1.237506,0.459520,0.623186,0.685333
1661868185383210496.png,0.367786,3.446109,7.245695,1.230738,0.445469,0.620202,0.682251
1661868185422211328.png,0.374802,3.481865,7.289992,1.241021,0.443063,0.620592,0.682544
1661868185464212224.png,0.374047,3.558549,7.372935,1.256741,0.456486,0.611570,0.673849
1661868185506213120.png,0.372250,3.496363,7.321562,1.263494,0.459930,0.618517,0.682449
1661868185545213952.png,0.377618,3.570892,7.397742,1.267984,0.437737,0.610308,0.676481
1661868185590214912.png,0.386419,3.584697,7.400638,1.271093,0.407729,0.602357,0.673310
1661868185632215808.png,0.377302,3.619988,7.457399,1.291303,0.437468,0.606696,0.673030
1661868185671216640.png,0.382375,3.687755,7.517497,1.313679,0.405074,0.593382,0.665979
1661868185707217408.png,0.382795,3.696853,7.532164,1.305171,0.433809,0.595205,0.664498
1661868185752218368.png,0.385912,3.778586,7.620169,1.335099,0.435005,0.591109,0.659161
1661868185794219264.png,0.384560,3.795315,7.638214,1.367453,0.435199,0.595214,0.664379
1661868185839220224.png,0.383521,3.830429,7.683408,1.390781,0.436475,0.599658,0.664237
1661868185875220992.png,0.387905,3.897937,7.758008,1.375594,0.441205,0.595569,0.654819
1661868185914221824.png,0.390168,3.912740,7.770736,1.405356,0.426002,0.589373,0.654431
1661868185962222848.png,0.393367,3.960628,7.813859,1.403392,0.434986,0.583275,0.647968
1661868186004223744.png,0.388641,3.894334,7.763376,1.358412,0.435572,0.586093,0.654153
1661868186046224640.png,0.391650,3.926780,7.792802,1.378169,0.427835,0.585704,0.653045
1661868186091225600.png,0.392588,3.920325,7.784091,1.365080,0.429986,0.587339,0.652195
1661868186130226432.png,0.384748,3.846335,7.721501,1.367225,0.419654,0.591147,0.662031
1661868186175227392.png,0.394639,3.916228,7.800447,1.376466,0.429542,0.589496,0.655026
1661868186220228352.png,0.395155,3.923379,7.793611,1.372138,0.426226,0.584787,0.652237
1661868186262229248.png,0.393171,3.955240,7.827082,1.389594,0.426849,0.581060,0.649318
1661868186307230208.png,0.395651,3.988218,7.861929,1.403056,0.442101,0.576435,0.644926
1661868186349231104.png,0.399905,4.100714,7.953938,1.417762,0.436471,0.566928,0.633868
1661868186391232000.png,0.399006,4.145063,8.003177,1.426481,0.443034,0.562658,0.626017
1661868186433232896.png,0.404003,4.165936,8.014797,1.413806,0.434921,0.558123,0.624142
1661868186478233856.png,0.403699,4.128928,7.978383,1.399493,0.436829,0.563625,0.627731
1661868186520234752.png,0.397681,4.060439,7.925691,1.372782,0.429649,0.564524,0.631288
1661868186562235648.png,0.399701,4.091099,7.943318,1.394305,0.425144,0.565570,0.627500
1661868186601236480.png,0.405158,4.153596,7.990591,1.422749,0.424061,0.561827,0.624049
