frame,absrel,sqrel,rmse,rmse_log,delta1,delta2,delta3
1661868224687048960.png,0.375835,1.778848,5.206254,0.908027,0.403493,0.705674,0.846506
1661868224732049920.png,0.360916,1.756241,5.181959,0.871098,0.435926,0.699680,0.837945
1661868224774050816.png,0.341209,1.703962,5.119291,0.861745,0.433463,0.765849,0.847121
1661868224816051712.png,0.333689,1.733375,5.183255,0.857733,0.446159,0.761988,0.846679
1661868224855052544.png,0.292450,1.657267,5.095531,0.830211,0.531821,0.794665,0.845605
1661868224897053440.png,0.297048,1.713829,5.166260,0.844449,0.525161,0.786123,0.835424
1661868224939054336.png,0.312974,1.728514,5.184275,0.832086,0.492314,0.786927,0.832831
1661868224981055232.png,0.313355,1.757234,5.235996,0.836695,0.558933,0.779792,0.828526
1661868225023056128.png,0.340929,1.814685,5.292765,0.859151,0.430139,0.761113,0.822116
1661868225074057216.png,0.328319,1.795165,5.293231,0.850212,0.474924,0.762560,0.826269
1661868225116058112.png,0.335205,1.885922,5.431193,0.877000,0.472818,0.757695,0.820662
1661868225161059072.png,0.339142,1.881273,5.422108,0.869859,0.469299,0.756517,0.821427
1661868225203059968.png,0.357354,1.977590,5.537974,0.925918,0.425092,0.746526,0.817496
1661868225248060928.png,0.333047,1.951583,5.550220,0.899944,0.489509,0.752108,0.815816
1661868225290061824.png,0.344325,1.977355,5.560767,0.858990,0.390610,0.744793,0.812192
1661868225338062848.png,0.338471,1.902548,5.458151,0.797653,0.445136,0.750335,0.811718
1661868225380063744.png,0.333342,1.973854,5.575336,0.870461,0.498465,0.754211,0.816261
1661868225422064640.png,0.341969,2.002870,5.573857,0.825057,0.486726,0.745222,0.804304
1661868225467065600.png,0.332892,1.977357,5.566381,0.832199,0.487022,0.754139,0.810071
1661868225509066496.png,0.348952,2.057322,5.670520,0.878850,0.463954,0.743819,0.806332
1661868225545067264.png,0.329800,2.081343,5.727801,0.872629,0.514762,0.741635,0.806753
1661868225590068224.png,0.344070,2.076759,5.698722,0.857916,0.461547,0.741234,0.804711
1661868225638069248.png,0.329909,2.054627,5.665977,0.860830,0.542094,0.732838,0.804054
1661868225686070272.png,0.348047,2.047554,5.633656,0.837115,0.462975,0.726726,0.801210
1661868225728071168.png,0.370925,2.138264,5.774507,0.909039,0.390777,0.714058,0.808286
1661868225770072064.png,0.349494,2.173395,5.851722,0.919034,0.496007,0.718285,0.801293
1661868225818073088.png,0.366025,2.278196,5.982630,0.983216,0.420019,0.701214,0.797246
1661868225860073984.png,0.364006,2.284608,5.994424,0.983306,0.428522,0.702593,0.797590
1661868225902074880.png,0.340035,2.330182,6.075692,0.957771,0.516976,0.704956,0.786287
1661868225944075776.png,0.362062,2.449518,6.184047,1.018933,0.468064,0.683490,0.783520
1661868225992076800.png,0.391999,2.522037,6.245595,1.048076,0.411111,0.654560,0.778188
1661868226034077696.png,0.368058,2.499603,6.263920,1.034239,0.396031,0.691658,0.777290
1661868226076078592.png,0.375385,2.487652,6.265113,1.029120,0.385615,0.690949,0.787491
1661868226118079488.png,0.325226,2.487010,6.298581,1.026733,0.562909,0.706403,0.788434
1661868226160080384.png,0.339704,2.659550,6.472328,1.076015,0.562338,0.696019,0.774784
1661868226199081216.png,0.328694,2.632025,6.484665,1.069507,0.564962,0.697363,0.775932
1661868226241082112.png,0.352296,2.847018,6.766452,1.109097,0.509773,0.684814,0.761971
1661868226289083136.png,0.359808,3.069861,7.066600,1.129849,0.521688,0.672091,0.745777
1661868226334084096.png,0.365304,3.207674,7.279199,1.157851,0.509236,0.674528,0.736194
1661868226376084992.png,0.371818,3.296021,7.376932,1.175598,0.496754,0.669539,0.730470
1661868226418085888.png,0.374877,3.336644,7.420037,1.174274,0.479872,0.667785,0.723859
1661868226454086656.png,0.389109,3.400192,7.486301,1.194781,0.434643,0.661443,0.718178
1661868226496087552.png,0.390810,3.448884,7.544773,1.227438,0.418110,0.661853,0.716307
1661868226535088384.png,0.369515,3.419381,7.529985,1.217252,0.503281,0.661883,0.716679
1661868226586089472.png,0.368698,3.463019,7.563170,1.249104,0.491527,0.659220,0.712200
1661868226628090368.png,0.378973,3.578044,7.646915,1.272943,0.484253,0.653139,0.705214
1661868226670091264.png,0.408555,3.631503,7.637510,1.266361,0.385762,0.635996,0.699300
1661868226709092096.png,0.400130,3.622511,7.641476,1.277554,0.404548,0.640240,0.702587
1661868226751092992.png,0.395277,3.693606,7.700329,1.299713,0.421489,0.639305,0.696934
1661868226799094016.png,0.398271,3.732602,7.712138,1.308159,0.441000,0.623499,0.685280
1661868226838094848.png,0.403048,3.854576,7.783112,1.325308,0.473436,0.596636,0.671530
1661868226883095808.png,0.388698,3.795758,7.754191,1.308838,0.478771,0.623395,0.678372
1661868226925096704.png,0.396777,3.763789,7.683485,1.319232,0.441414,0.607726,0.684843
1661868226967097600.png,0.394946,3.837291,7.733577,1.342792,0.490436,0.607080,0.667522
1661868227012098560.png,0.375287,3.627704,7.518310,1.276938,0.484379,0.626114,0.687558
1661868227054099456.png,0.361701,3.559288,7.468127,1.269751,0.505261,0.635343,0.692763
1661868227093100288.png,0.361400,3.502466,7.401766,1.237103,0.499603,0.635515,0.693414
1661868227141101312.png,0.355748,3.455782,7.328173,1.227936,0.506921,0.631397,0.694321
1661868227186102272.png,0.364453,3.463472,7.338020,1.212371,0.489610,0.627593,0.689636
1661868227225103104.png,0.355426,3.386161,7.261413,1.212415,0.493750,0.638262,0.701392
1661868227270104064.png,0.350734,3.308589,7.203715,1.206467,0.495361,0.649006,0.708719
1661868227312104960.png,0.346559,3.324308,7.224113,1.219721,0.508649,0.643300,0.715554
1661868227354105856.png,0.348830,3.236142,7.132128,1.191688,0.495206,0.651294,0.723537
1661868227396106752.png,0.340737,3.208372,7.113681,1.176306,0.510495,0.653002,0.723980
1661868227441107712.png,0.349935,3.272237,7.169906,1.213728,0.494403,0.654171,0.723830
1661868227483108608.png,0.348894,3.348353,7.234791,1.234471,0.500831,0.641550,0.708801
1661868227525109504.png,0.343828,3.355121,7.272853,1.241460,0.516993,0.650710,0.714398
1661868227567110400.png,0.345495,3.297207,7.192963,1.210591,0.516383,0.645177,0.716011
1661868227609111296.png,0.339090,3.271267,7.167190,1.233666,0.527092,0.642699,0.720194
1661868227651112192.png,0.330256,3.183891,7.083252,1.198045,0.530819,0.644014,0.721843
1661868227690113024.png,0.326785,3.221824,7.104919,1.219864,0.550639,0.634357,0.714944
1661868227732113920.png,0.325782,3.191845,7.073359,1.208246,0.554762,0.640668,0.716379
1661868227774114816.png,0.321261,3.089020,6.975603,1.194266,0.563336,0.654876,0.732924
1661868227819115776.png,0.309930,2.961200,6.842603,1.158775,0.568806,0.660030,0.743182
1661868227867116800.png,0.301636,2.880898,6.756504,1.134637,0.580423,0.677828,0.752156
1661868227912117760.png,0.311809,2.914331,6.790093,1.166844,0.577507,0.674980,0.749194
1661868227954118656.png,0.310255,2.934841,6.810414,1.167001,0.573004,0.671356,0.748022
1661868227996119552.png,0.312008,3.028786,6.912364,1.186699,0.572733,0.670570,0.739502
1661868228038120448.png,0.306468,2.954899,6.834419,1.169657,0.570330,0.668789,0.740569
1661868228086121472.png,0.307364,2.876225,6.731969,1.153532,0.565382,0.664922,0.748970
1661868228134122496.png,0.311854,2.973472,6.847897,1.178922,0.556837,0.664237,0.738712
1661868228179123456.png,0.320180,3.062030,6.958472,1.224798,0.539011,0.661790,0.741327
1661868228221124352.png,0.322107,3.054375,6.953866,1.213729,0.547972,0.661744,0.738886
1661868228263125248.png,0.326925,3.137481,7.025262,1.231489,0.557287,0.654736,0.728473
1661868228305126144.png,0.322146,3.168651,7.063581,1.248828,0.540962,0.651786,0.727713
1661868228353127168.png,0.333238,3.191197,7.077236,1.232422,0.523865,0.645614,0.722205
1661868228395128064.png,0.338706,3.237725,7.119175,1.244575,0.506729,0.628120,0.715799
1661868228434128896.png,0.353644,3.343753,7.204871,1.280610,0.493610,0.617284,0.702606
1661868228479129856.png,0.355229,3.473486,7.360124,1.299320,0.508738,0.612062,0.693867
1661868228524130816.png,0.357759,3.488428,7.364602,1.314402,0.507075,0.603444,0.689208
1661868228569131776.png,0.352831,3.489931,7.377073,1.309150,0.513913,0.600417,0.685948
1661868228611132672.png,0.366616,3.596443,7.448999,1.336015,0.487614,0.589287,0.673588
1661868228656133632.png,0.354244,3.537183,7.420372,1.313904,0.503273,0.602846,0.684965
1661868228698134528.png,0.364155,3.569693,7.441653,1.308768,0.479570,0.599786,0.679890
1661868228737135360.png,0.384449,3.556275,7.383636,1.277243,0.436230,0.581054,0.668395
1661868228776136192.png,0.372196,3.591684,7.448257,1.326222,0.463761,0.588067,0.676737
1661868228824137216.png,0.362469,3.515503,7.375959,1.279832,0.481251,0.596521,0.683554
1661868228866138112.png,0.356237,3.479885,7.341395,1.293109,0.490870,0.600889,0.689422
1661868228908139008.png,0.361856,3.522234,7.364504,1.303019,0.480832,0.590697,0.678831
1661868228950139904.png,0.360676,3.558858,7.389011,1.301330,0.479202,0.590214,0.672517
1661868228992140800.png,0.362974,3.565913,7.392635,1.316280,0.477930,0.589386,0.670839
1661868229031141632.png,0.364155,3.605168,7.434767,1.318419,0.479960,0.587160,0.666312
1661868229073142528.png,0.358403,3.535299,7.382768,1.299101,0.492153,0.597641,0.680807
1661868229124143616.png,0.357237,3.515218,7.364936,1.292273,0.497968,0.601318,0.680578
1661868229166144512.png,0.351634,3.495326,7.341120,1.289686,0.512329,0.598524,0.681106
1661868229208145408.png,0.356455,3.470183,7.304774,1.274214,0.498980,0.599130,0.682460
1661868229253146368.png,0.358689,3.440975,7.258431,1.265084,0.487702,0.596634,0.682438
1661868229295147264.png,0.350540,3.355837,7.160314,1.229898,0.491072,0.596800,0.685224
1661868229337148160.png,0.346614,3.299886,7.111227,1.216333,0.503211,0.603041,0.691228
1661868229379149056.png,0.344531,3.350253,7.171060,1.230793,0.519559,0.603671,0.688042
1661868229421149952.png,0.356360,3.389053,7.184931,1.237011,0.501141,0.601286,0.685595
1661868229463150848.png,0.356630,3.361483,7.160858,1.225659,0.502347,0.604607,0.689129
1661868229508151808.png,0.358163,3.449484,7.236564,1.265644,0.499093,0.592293,0.675883
1661868229547152640.png,0.349297,3.339958,7.144998,1.238945,0.512778,0.604589,0.690663
1661868229592153600.png,0.346343,3.245691,7.063674,1.227741,0.530016,0.617218,0.703687
1661868229634154496.png,0.336644,3.212578,7.022987,1.225087,0.527960,0.612980,0.701461
1661868229673155328.png,0.338646,3.231825,7.027729,1.220764,0.520901,0.606825,0.695287
1661868229715156224.png,0.352866,3.410815,7.206205,1.276195,0.506695,0.598684,0.683836
1661868229757157120.png,0.349282,3.384162,7.170030,1.258410,0.512020,0.597602,0.680284
1661868229796157952.png,0.350524,3.411365,7.196183,1.271579,0.511707,0.597254,0.678416
1661868229838158848.png,0.347415,3.411678,7.197619,1.269007,0.502644,0.593851,0.679456
1661868229880159744.png,0.347248,3.392327,7.173540,1.270435,0.501673,0.592881,0.681686
1661868229931160832.png,0.347920,3.413275,7.185750,1.279557,0.499717,0.593228,0.679187
1661868229973161728.png,0.333987,3.217384,6.992601,1.205369,0.501099,0.607276,0.694542
1661868230015162624.png,0.331834,3.243111,7.033124,1.227842,0.510135,0.615484,0.700986
1661868230057163520.png,0.345357,3.371301,7.154399,1.256974,0.496444,0.605566,0.686605
1661868230099164416.png,0.330199,3.231941,7.048069,1.226560,0.513684,0.624375,0.708648
1661868230141165312.png,0.330131,3.200491,6.999450,1.200909,0.512711,0.622869,0.706246
1661868230186166272.png,0.337497,3.281074,7.072525,1.236258,0.499807,0.613851,0.698535
1661868230228167168.png,0.334269,3.231761,7.029202,1.210501,0.506069,0.616579,0.701446
1661868230270168064.png,0.332353,3.231709,7.031714,1.218025,0.510602,0.614925,0.699423
1661868230309168896.png,0.336922,3.352181,7.182317,1.263503,0.512423,0.615126,0.695261
1661868230354169856.png,0.339214,3.327871,7.158037,1.260897,0.514124,0.618177,0.698151
1661868230396170752.png,0.338151,3.321569,7.131372,1.267902,0.512261,0.615058,0.694776
1661868230435171584.png,0.334173,3.277108,7.125014,1.259884,0.512401,0.634707,0.711419
1661868230480172544.png,0.337858,3.281822,7.136356,1.272593,0.513667,0.635434,0.713820
1661868230525173504.png,0.334114,3.224386,7.084014,1.233714,0.511907,0.636185,0.717198
1661868230561174272.png,0.334954,3.293738,7.161873,1.277946,0.511805,0.642492,0.717521
1661868230603175168.png,0.336014,3.245039,7.104803,1.267078,0.518725,0.646304,0.720301
1661868230642176000.png,0.334930,3.202035,7.063861,1.253616,0.511364,0.651716,0.726785
1661868230684176896.png,0.343630,3.320571,7.175272,1.283860,0.497041,0.636960,0.710843
1661868230723177728.png,0.350175,3.371521,7.209455,1.292458,0.492634,0.632568,0.708409
1661868230765178624.png,0.353991,3.416966,7.248021,1.313791,0.503048,0.629638,0.707973
1661868230807179520.png,0.359635,3.363453,7.195837,1.288267,0.483498,0.624817,0.704882
1661868230849180416.png,0.362140,3.481647,7.319397,1.322742,0.475420,0.621903,0.696202
1661868230891181312.png,0.356125,3.371996,7.209492,1.273844,0.470509,0.630333,0.705507
1661868230936182272.png,0.360865,3.412323,7.235569,1.296283,0.479348,0.628038,0.700345
1661868230978183168.png,0.357564,3.418609,7.248215,1.308248,0.489557,0.629545,0.702996
1661868231020184064.png,0.367269,3.493673,7.327957,1.320226,0.475775,0.627194,0.697119
1661868231059184896.png,0.359258,3.409525,7.242495,1.295651,0.476669,0.628763,0.699834
1661868231104185856.png,0.355899,3.383649,7.224841,1.266280,0.491086,0.624476,0.697444
1661868231146186752.png,0.362051,3.511907,7.364325,1.321868,0.502954,0.627741,0.694347
1661868231191187712.png,0.367989,3.547312,7.391658,1.327864,0.475044,0.622597,0.691872
1661868231233188608.png,0.360088,3.507379,7.364584,1.317645,0.495926,0.623806,0.697403
1661868231275189504.png,0.359626,3.467774,7.332119,1.287444,0.493366,0.626610,0.702050
1661868231317190400.png,0.354615,3.422060,7.283763,1.270650,0.485625,0.630502,0.707241
1661868231356191232.png,0.358030,3.441837,7.309033,1.296349,0.484386,0.625659,0.708750
1661868231401192192.png,0.358761,3.486204,7.362923,1.312859,0.477225,0.629033,0.703302
1661868231443193088.png,0.363598,3.484009,7.375445,1.298187,0.467494,0.625128,0.702329
1661868231482193920.png,0.366590,3.495555,7.369717,1.297487,0.449422,0.620373,0.698795
1661868231524194816.png,0.369904,3.591007,7.476817,1.334917,0.451487,0.623374,0.691557
1661868231569195776.png,0.373160,3.628973,7.525446,1.321950,0.455330,0.624001,0.685795
1661868231611196672.png,0.369173,3.628627,7.536695,1.340189,0.456674,0.618783,0.689812
1661868231653197568.png,0.371893,3.656937,7.566410,1.342221,0.454017,0.617754,0.689434
1661868231692198400.png,0.367551,3.701061,7.621638,1.361026,0.455132,0.621179,0.685924
1661868231731199232.png,0.367545,3.693267,7.610513,1.364635,0.456170,0.621217,0.684929
1661868231770200064.png,0.360779,3.614918,7.541627,1.343171,0.464949,0.629948,0.695508
1661868231812200960.png,0.362065,3.590458,7.520145,1.331342,0.457180,0.633190,0.702282
1661868231857201920.png,0.361509,3.648333,7.586753,1.364845,0.458181,0.629655,0.701181
1661868231902202880.png,0.363159,3.634154,7.583934,1.339577,0.454588,0.629398,0.702499
1661868231944203776.png,0.372540,3.815934,7.759671,1.399560,0.455296,0.617554,0.689450
1661868231986204672.png,0.379450,3.840896,7.774724,1.407563,0.441714,0.611908,0.688127
1661868232031205632.png,0.378441,3.835347,7.770209,1.408077,0.442382,0.613798,0.689316
1661868232070206464.png,0.382437,3.918884,7.848408,1.445029,0.438869,0.611230,0.682576
1661868232112207360.png,0.385341,3.855267,7.779535,1.431404,0.423217,0.615264,0.690273
1661868232157208320.png,0.394893,4.009652,7.937801,1.471204,0.421586,0.604995,0.676144
1661868232199209216.png,0.392141,3.972178,7.918074,1.480350,0.429713,0.610445,0.683279
1661868232241210112.png,0.396336,4.046466,7.997778,1.505376,0.433086,0.609388,0.680826
1661868232283211008.png,0.394552,4.085883,8.039765,1.517465,0.436625,0.611432,0.677090
1661868232328211968.png,0.400220,4.140498,8.082061,1.524705,0.434146,0.606778,0.671342
1661868232370212864.png,0.400896,4.189029,8.119798,1.523687,0.429412,0.595023,0.662994
1661868232412213760.png,0.399920,4.156676,8.095214,1.510365,0.436411,0.600264,0.664099
1661868232454214656.png,0.402478,4.210865,8.149435,1.532087,0.438306,0.593652,0.659010
1661868232496215552.png,0.408935,4.345620,8.262905,1.579084,0.428972,0.579003,0.647853
1661868232532216320.png,0.406393,4.307877,8.232540,1.585182,0.428362,0.585433,0.652078
1661868232574217216.png,0.405651,4.269629,8.196088,1.556454,0.430160,0.586154,0.655278
1661868232616218112.png,0.408436,4.249633,8.165351,1.530560,0.421024,0.576802,0.649558
1661868232652218880.png,0.410651,4.338814,8.247301,1.564914,0.424449,0.568620,0.640335
1661868232691219712.png,0.416519,4.365244,8.267359,1.568379,0.411902,0.565347,0.639167
1661868232733220608.png,0.424514,4.471815,8.367475,1.586999,0.410523,0.555191,0.628013
1661868232775221504.png,0.425738,4.460313,8.355176,1.578487,0.407625,0.552936,0.630700
1661868232817222400.png,0.423272,4.421711,8.343232,1.571844,0.413128,0.558094,0.638406
1661868232859223296.png,0.426073,4.484012,8.390087,1.576491,0.412113,0.552443,0.630329
1661868232901224192.png,0.427507,4.520988,8.420657,1.589598,0.411599,0.549356,0.627604
1661868232946225152.png,0.433343,4.513016,8.404221,1.569304,0.389550,0.543453,0.622351
1661868232991226112.png,0.430349,4.437847,8.339173,1.540032,0.392926,0.549139,0.628715
1661868233030226944.png,0.435063,4.444253,8.345079,1.535755,0.388972,0.546610,0.629852
1661868233075227904.png,0.435853,4.482009,8.380730,1.537566,0.393065,0.542108,0.621676
1661868233117228800.png,0.434941,4.423373,8.318497,1.535992,0.391531,0.542632,0.626340
1661868233159229696.png,0.427883,4.416709,8.322821,1.530396,0.404911,0.550067,0.628669
1661868233204230656.png,0.424718,4.353687,8.270314,1.533257,0.412714,0.559186,0.637000
1661868233240231424.png,0.419020,4.313768,8.234905,1.535008,0.420482,0.563932,0.640450
1661868233282232320.png,0.417736,4.290872,8.212998,1.526765,0.420649,0.564782,0.641592
1661868233324233216.png,0.413427,4.227246,8.169977,1.515270,0.427938,0.579459,0.651618
1661868233363234048.png,0.414708,4.243841,8.182050,1.503927,0.428032,0.574496,0.646691
1661868233405234944.png,0.410559,4.214522,8.141588,1.490075,0.434380,0.579924,0.649807
1661868233441235712.png,0.404462,4.150756,8.083347,1.483204,0.440498,0.582638,0.651113
1661868233483236608.png,0.402500,4.114900,8.052886,1.482134,0.441541,0.587232,0.657232
1661868233528237568.png,0.405217,4.197968,8.115925,1.510704,0.433658,0.580716,0.649713
1661868233576238592.png,0.394596,4.112565,8.056379,1.504667,0.447487,0.594011,0.657247
1661868233624239616.png,0.397206,4.098913,8.044064,1.488005,0.440877,0.594141,0.658865
1661868233669240576.png,0.393188,4.068494,8.016306,1.499670,0.447027,0.594524,0.661217
1661868233711241472.png,0.391202,3.970279,7.929714,1.464724,0.429552,0.609922,0.677095
1661868233756242432.png,0.400184,4.059789,7.992548,1.492098,0.430654,0.593474,0.663941
1661868233798243328.png,0.392448,3.987916,7.929317,1.470291,0.430655,0.594295,0.670554
1661868233840244224.png,0.394441,4.064306,7.985740,1.497892,0.432017,0.597041,0.663682
1661868233882245120.png,0.388845,4.017354,7.957961,1.487784,0.442389,0.602897,0.671251
1661868233924246016.png,0.378012,3.928794,7.885238,1.458042,0.447207,0.606504,0.679765
1661868233963246848.png,0.388170,4.019293,7.957283,1.475908,0.442860,0.599946,0.669476
1661868234005247744.png,0.395178,4.074067,7.998809,1.474908,0.429806,0.596312,0.663312
1661868234053248768.png,0.376487,3.909222,7.832979,1.456851,0.443797,0.600176,0.676548
1661868234095249664.png,0.385446,4.021069,7.911740,1.483123,0.431184,0.586959,0.665638
1661868234134250496.png,0.379904,3.928370,7.848428,1.430537,0.430068,0.598586,0.678701
1661868234179251456.png,0.383670,3.932116,7.838648,1.417858,0.439905,0.602870,0.675174
1661868234221252352.png,0.390047,3.847036,7.753884,1.397683,0.428950,0.601169,0.676474
1661868234263253248.png,0.383436,3.801847,7.712648,1.378591,0.424451,0.608893,0.682963
1661868234305254144.png,0.379860,3.707970,7.603717,1.338170,0.433452,0.606502,0.685998
1661868234347255040.png,0.382811,3.766243,7.650840,1.346060,0.426235,0.606939,0.683452
1661868234389255936.png,0.385934,3.744085,7.634817,1.355292,0.432466,0.619287,0.690668
1661868234431256832.png,0.382600,3.718413,7.614414,1.347232,0.438881,0.621930,0.693344
1661868234473257728.png,0.382870,3.497886,7.348115,1.249636,0.411285,0.608267,0.698902
1661868234518258688.png,0.395480,3.694208,7.519973,1.316248,0.406146,0.591235,0.679367
1661868234560259584.png,0.385879,3.547126,7.389566,1.270446,0.414130,0.601357,0.694927
1661868234602260480.png,0.374016,3.344407,7.192269,1.250815,0.442337,0.622436,0.715260
1661868234644261376.png,0.363611,3.298554,7.168759,1.239592,0.461574,0.631057,0.723934
1661868234686262272.png,0.386100,3.434874,7.278902,1.306569,0.438034,0.627425,0.716928
1661868234728263168.png,0.384845,3.464813,7.314717,1.308183,0.436032,0.621630,0.710724
1661868234770264064.png,0.372430,3.473879,7.326102,1.326556,0.479047,0.620159,0.700083
1661868234812264960.png,0.365668,3.462666,7.328518,1.338477,0.499034,0.623043,0.704519
1661868234848265728.png,0.362918,3.453538,7.326345,1.365101,0.505103,0.630527,0.709989
1661868234890266624.png,0.366692,3.541818,7.401691,1.377946,0.501625,0.615271,0.691215
1661868234929267456.png,0.345779,3.380000,7.269844,1.342461,0.534062,0.640304,0.715027
1661868234974268416.png,0.344389,3.407767,7.303797,1.353532,0.539903,0.640375,0.713898
1661868235013269248.png,0.351901,3.607527,7.504303,1.439477,0.531955,0.633930,0.700987
1661868235055270144.png,0.359107,3.591831,7.495779,1.414456,0.526099,0.636042,0.698862
1661868235103271168.png,0.357097,3.609095,7.518467,1.437949,0.515875,0.636739,0.701844
1661868235148272128.png,0.366334,3.676990,7.558547,1.452897,0.505390,0.630918,0.694426
1661868235187272960.png,0.356797,3.578874,7.470078,1.426404,0.508826,0.629497,0.699790
1661868235232273920.png,0.359494,3.554593,7.438598,1.390065,0.508232,0.622249,0.694905
1661868235274274816.png,0.354055,3.579807,7.476800,1.425429,0.524509,0.624506,0.695597
1661868235319275776.png,0.350367,3.539685,7.423467,1.443643,0.512978,0.632641,0.698747
1661868235361276672.png,0.355526,3.563939,7.442114,1.414304,0.494823,0.633669,0.694063
1661868235403277568.png,0.346471,3.476615,7.375657,1.400369,0.513626,0.641145,0.704112
1661868235448278528.png,0.349005,3.520798,7.405244,1.424528,0.515287,0.638394,0.700478
1661868235499279616.png,0.338121,3.269473,7.184095,1.335288,0.533938,0.663783,0.726601
1661868235544280576.png,0.337696,3.272682,7.180330,1.327937,0.530344,0.665604,0.724128
1661868235589281536.png,0.339548,3.351532,7.251035,1.374640,0.530988,0.662114,0.716280
1661868235631282432.png,0.326803,3.231364,7.127240,1.346694,0.546280,0.669609,0.725498
1661868235670283264.png,0.330856,3.263973,7.158368,1.360537,0.544279,0.663206,0.720857
1661868235715284224.png,0.321386,3.208905,7.127079,1.348807,0.555159,0.672403,0.726055
1661868235760285184.png,0.324627,3.217900,7.124522,1.362899,0.544526,0.668269,0.729877
1661868235802286080.png,0.332087,3.293218,7.217721,1.376051,0.539957,0.666104,0.721149
1661868235850287104.png,0.330865,3.279820,7.198664,1.371221,0.536389,0.660654,0.719866
1661868235892288000.png,0.334061,3.323703,7.251256,1.371260,0.534406,0.658280,0.713886
1661868235937288960.png,0.333472,3.305457,7.240425,1.374365,0.528520,0.659476,0.716675
1661868235979289856.png,0.344065,3.406202,7.322098,1.396817,0.514268,0.653598,0.706123
1661868236021290752.png,0.364193,3.528276,7.429504,1.420217,0.493665,0.638045,0.696326
1661868236069291776.png,0.355922,3.496459,7.423005,1.393162,0.498116,0.645571,0.701986
1661868236111292672.png,0.354556,3.520754,7.449521,1.420797,0.487466,0.643114,0.703428
1661868236153293568.png,0.355993,3.518101,7.436176,1.414907,0.488771,0.639577,0.700394
1661868236195294464.png,0.358570,3.528702,7.443265,1.405613,0.494454,0.640429,0.700383
1661868236240295424.png,0.345411,3.445172,7.371806,1.383501,0.500736,0.646970,0.709651
1661868236282296320.png,0.343502,3.421549,7.361362,1.359669,0.509481,0.650477,0.712350
1661868236333297408.png,0.343988,3.427473,7.350624,1.362550,0.503790,0.645371,0.706978
1661868236375298304.png,0.344815,3.426419,7.335689,1.381308,0.498246,0.640051,0.701972
1661868236417299200.png,0.339602,3.371166,7.292500,1.349039,0.503384,0.644645,0.704444
1661868236462300160.png,0.347874,3.451910,7.364899,1.394149,0.499893,0.640451,0.701163
1661868236507301120.png,0.342105,3.360802,7.278676,1.371533,0.508749,0.643844,0.709073
1661868236543301888.png,0.350438,3.357873,7.266769,1.368387,0.504025,0.650699,0.710330
1661868236585302784.png,0.344077,3.307326,7.213587,1.345574,0.510832,0.648048,0.711028
1661868236627303680.png,0.334634,3.264479,7.175549,1.323135,0.517723,0.645820,0.714855
1661868236666304512.png,0.339937,3.285419,7.202555,1.312105,0.514304,0.653612,0.715108
1661868236708305408.png,0.334858,3.219639,7.137856,1.298785,0.505855,0.658933,0.721682
1661868236756306432.png,0.345972,3.322491,7.229477,1.321552,0.504520,0.652041,0.713514
1661868236795307264.png,0.336129,3.237173,7.131146,1.311403,0.520146,0.652863,0.715591
1661868236834308096.png,0.342928,3.348592,7.251707,1.321584,0.509079,0.646638,0.705636
1661868236870308864.png,0.342547,3.344187,7.249127,1.338369,0.507900,0.645423,0.708236
1661868236915309824.png,0.342868,3.332015,7.220449,1.352145,0.505721,0.641419,0.711073
1661868236957310720.png,0.343192,3.360668,7.257360,1.376495,0.497701,0.641609,0.710864
1661868237005311744.png,0.343555,3.392907,7.300488,1.365743,0.505520,0.644247,0.708478
1661868237047312640.png,0.343674,3.362272,7.277633,1.347233,0.496216,0.647316,0.714618
1661868237089313536.png,0.335540,3.327050,7.255090,1.348356,0.508250,0.650404,0.718881
1661868237134314496.png,0.336914,3.341395,7.259681,1.350649,0.503722,0.649042,0.716983
1661868237176315392.png,0.327413,3.271300,7.206481,1.323468,0.534592,0.651689,0.723687
1661868237218316288.png,0.335612,3.261917,7.176855,1.299668,0.514558,0.645065,0.720199
1661868237263317248.png,0.335612,3.302111,7.225512,1.339528,0.513303,0.642182,0.717160
1661868237302318080.png,0.330878,3.239439,7.169853,1.319578,0.519185,0.642171,0.724883
1661868237344318976.png,0.336085,3.259462,7.190655,1.318048,0.513465,0.638610,0.724037
1661868237383319808.png,0.342576,3.369517,7.295836,1.353878,0.515465,0.637981,0.715311
1661868237425320704.png,0.347000,3.407884,7.332958,1.379188,0.513327,0.635979,0.708310
1661868237467321600.png,0.345540,3.475119,7.396824,1.410425,0.510511,0.636849,0.706254
1661868237506322432.png,0.344056,3.512430,7.435285,1.412465,0.521992,0.629153,0.699236
1661868237557323520.png,0.346549,3.439019,7.358629,1.379172,0.514467,0.628907,0.701643
1661868237599324416.png,0.358300,3.574024,7.486591,1.422358,0.487515,0.618291,0.692849
1661868237641325312.png,0.349035,3.531994,7.460973,1.426489,0.497661,0.627822,0.697541
1661868237683326208.png,0.355860,3.561061,7.480158,1.434867,0.490849,0.622498,0.691316
1661868237725327104.png,0.358400,3.573647,7.491783,1.421924,0.489838,0.620914,0.691482
1661868237770328064.png,0.370688,3.572674,7.486331,1.424583,0.450489,0.619670,0.695815
1661868237809328896.png,0.371801,3.609060,7.525462,1.425952,0.455706,0.617554,0.691913
1661868237851329792.png,0.356600,3.602760,7.522637,1.424135,0.482072,0.622461,0.689797
