frame,absrel,sqrel,rmse,rmse_log,delta1,delta2,delta3
1661868173547958016.png,0.649555,2.575157,4.865524,1.072488,0.000000,0.000013,0.000567
1661868173589958912.png,0.644576,2.540884,4.834327,1.058449,0.000000,0.000000,0.000764
1661868173628959744.png,0.694757,3.162462,5.658730,1.238554,0.000000,0.000000,0.000000
1661868173676960768.png,0.672767,3.213166,5.929293,1.185679,0.000000,0.000000,0.000000
1661868173715961600.png,0.674500,3.245579,5.972966,1.189990,0.000000,0.000000,0.000000
1661868173760962560.png,0.693919,3.461045,6.184905,1.259584,0.000000,0.000000,0.000000
1661868173802963456.png,0.697019,3.533756,6.278650,1.272621,0.000000,0.000000,0.000024
1661868173844964352.png,0.656243,3.185826,5.995068,1.144090,0.000000,0.000000,0.000000
1661868173886965248.png,0.619456,2.787326,5.568787,1.023418,0.000000,0.000000,0.019757
1661868173931966208.png,0.625144,2.832808,5.607460,1.040835,0.000000,0.000000,0.005121
1661868173973967104.png,0.648660,2.965757,5.675898,1.105235,0.000000,0.000000,0.000012
1661868174021968128.png,0.660791,2.946127,5.557001,1.127186,0.000000,0.000000,0.000000
1661868174063969024.png,0.630650,2.620950,5.168868,1.034854,0.000006,0.000069,0.000242
1661868174105969920.png,0.640634,2.670163,5.178884,1.062109,0.000000,0.000132,0.000487
1661868174147970816.png,0.653832,2.718142,5.161433,1.095729,0.000068,0.000303,0.000645
1661868174183971584.png,0.641747,2.648166,5.117324,1.061779,0.000102,0.000188,0.000381
1661868174225972480.png,0.647707,2.654970,5.072631,1.071984,0.000165,0.000347,0.000705
1661868174264973312.png,0.646262,2.649445,5.061198,1.069190,0.000199,0.000324,0.000886
1661868174306974208.png,0.659817,2.711152,5.063402,1.103217,0.000154,0.000348,0.001989
1661868174354975232.png,0.650908,2.622754,4.939187,1.072031,0.000241,0.000620,0.002026
1661868174399976192.png,0.650599,2.647378,4.969523,1.074464,0.000109,0.000466,0.001794
1661868174441977088.png,0.661233,2.724944,4.996257,1.101870,0.000144,0.000571,0.001361
1661868174483977984.png,0.650659,2.654626,4.933796,1.070927,0.000196,0.000673,0.001502
1661868174525978880.png,0.658322,2.716790,4.963981,1.091914,0.000133,0.000588,0.001228
1661868174564979712.png,0.660289,2.726930,4.952813,1.096004,0.000266,0.000618,0.001137
1661868174603980544.png,0.663717,2.758367,4.949817,1.106513,0.000207,0.000662,0.001197
1661868174645981440.png,0.671865,2.826777,4.990700,1.131734,0.000327,0.000796,0.001025
1661868174693982464.png,0.658815,2.736261,4.898416,1.092695,0.000421,0.000745,0.001075
1661868174735983360.png,0.680029,2.912457,5.027470,1.156010,0.000225,0.000562,0.000955
1661868174780984320.png,0.677174,2.918051,5.052662,1.147233,0.000499,0.000898,0.001633
1661868174828985344.png,0.692192,3.100953,5.248669,1.202729,0.001515,0.001972,0.002995
1661868174870986240.png,0.707586,3.219883,5.338033,1.255109,0.001518,0.001958,0.003080
1661868174912987136.png,0.709466,3.253551,5.377043,1.266561,0.000990,0.001833,0.002703
1661868174960988160.png,0.700052,3.195720,5.349983,1.237418,0.001145,0.001781,0.002851
1661868175002989056.png,0.703972,3.351487,5.552907,1.256518,0.001492,0.002113,0.003553
1661868175044989952.png,0.707399,3.398917,5.606737,1.262215,0.001493,0.002503,0.004280
1661868175086990848.png,0.703648,3.477010,5.796131,1.259036,0.001565,0.002711,0.004265
1661868175128991744.png,0.722203,3.712197,6.066549,1.327957,0.001208,0.003039,0.004976
1661868175170992640.png,0.731588,3.925382,6.333501,1.364479,0.001432,0.002596,0.004692
1661868175209993472.png,0.717386,3.981521,6.552236,1.325709,0.001673,0.002680,0.004556
1661868175251994368.png,0.755634,4.481732,6.998894,1.469354,0.000856,0.001942,0.003740
1661868175302995456.png,0.765368,4.671067,7.215379,1.530180,0.000712,0.002033,0.003514
1661868175341996288.png,0.771947,4.811250,7.354540,1.549400,0.000480,0.001378,0.002994
1661868175383997184.png,0.772497,5.012913,7.645032,1.550703,0.000961,0.002673,0.004485
1661868175425998080.png,0.773071,5.115389,7.784658,1.557928,0.000274,0.001766,0.003335
1661868175470999040.png,0.775138,5.233153,7.921859,1.564017,0.000374,0.001669,0.003576
1661868175509999872.png,0.775819,5.288238,7.977242,1.562607,0.000714,0.001498,0.003140
1661868175549000704.png,0.767416,5.181136,7.889070,1.529602,0.000954,0.001893,0.003743
1661868175591001600.png,0.781463,5.421052,8.082937,1.586907,0.000875,0.001665,0.003440
1661868175639002624.png,0.760788,5.192559,7.915351,1.492918,0.001003,0.002406,0.005201
1661868175681003520.png,0.764234,5.210398,7.905426,1.515966,0.001271,0.002709,0.005886
1661868175723004416.png,0.772826,5.272732,7.916693,1.538537,0.001006,0.002393,0.004853
1661868175765005312.png,0.754285,5.007857,7.688702,1.462611,0.001289,0.003554,0.006142
1661868175810006272.png,0.781547,5.373044,7.966741,1.572083,0.000547,0.001570,0.003469
1661868175849007104.png,0.769528,5.248421,7.893783,1.525669,0.001195,0.002485,0.004637
1661868175897008128.png,0.761492,5.200881,7.878212,1.487554,0.001059,0.002293,0.004386
1661868175939009024.png,0.755106,5.165332,7.892964,1.462666,0.000926,0.002305,0.003868
1661868175981009920.png,0.743185,5.006659,7.770210,1.412604,0.001046,0.002505,0.004538
1661868176029010944.png,0.757726,5.191281,7.915973,1.467985,0.000844,0.002602,0.004410
1661868176071011840.png,0.752562,5.059790,7.783762,1.447596,0.000926,0.002633,0.004655
1661868176113012736.png,0.749708,4.986635,7.711310,1.440049,0.001182,0.002761,0.005206
1661868176152013568.png,0.753848,5.032479,7.760334,1.454750,0.001272,0.003474,0.006234
1661868176197014528.png,0.750511,4.954443,7.681149,1.444377,0.001746,0.004377,0.006892
1661868176242015488.png,0.733337,4.663941,7.413198,1.377241,0.002398,0.004654,0.007455
1661868176284016384.png,0.734798,4.772370,7.548711,1.387914,0.002328,0.004731,0.008031
1661868176323017216.png,0.734749,4.761371,7.539870,1.385217,0.002373,0.005241,0.008668
1661868176368018176.png,0.732652,4.678427,7.431350,1.378677,0.002723,0.006468,0.013479
1661868176410019072.png,0.751557,4.906319,7.627084,1.452647,0.002083,0.005546,0.009190
1661868176452019968.png,0.743812,4.836427,7.603510,1.425989,0.002219,0.006498,0.018046
1661868176497020928.png,0.755187,4.982893,7.719582,1.476562,0.002407,0.008376,0.020372
1661868176536021760.png,0.742078,4.745952,7.499203,1.420408,0.004297,0.009022,0.021636
1661868176578022656.png,0.752328,4.822634,7.559981,1.462805,0.003131,0.008751,0.019768
1661868176617023488.png,0.744891,4.690794,7.432593,1.433344,0.003154,0.009207,0.021662
1661868176659024384.png,0.743928,4.658653,7.400670,1.438811,0.004164,0.010265,0.020045
1661868176701025280.png,0.739188,4.604456,7.357023,1.426012,0.003811,0.011998,0.024505
1661868176743026176.png,0.716458,4.239923,7.012846,1.338774,0.004056,0.012682,0.031606
1661868176785027072.png,0.726250,4.399314,7.180233,1.389778,0.003510,0.010505,0.043198
1661868176824027904.png,0.739658,4.539947,7.304617,1.442701,0.002317,0.008067,0.028924
1661868176869028864.png,0.765927,4.849144,7.552519,1.555077,0.003026,0.006017,0.017864
1661868176914029824.png,0.746050,4.596856,7.374920,1.483910,0.002543,0.007453,0.034701
1661868176953030656.png,0.758996,4.781636,7.565524,1.541955,0.003275,0.007459,0.025838
1661868176992031488.png,0.757674,4.715674,7.507727,1.539598,0.002721,0.006770,0.020858
1661868177034032384.png,0.739206,4.475550,7.298285,1.465246,0.003502,0.010627,0.041862
1661868177076033280.png,0.744545,4.491883,7.310421,1.499871,0.002672,0.007580,0.039220
1661868177118034176.png,0.748351,4.395457,7.190905,1.512721,0.003266,0.008682,0.033747
1661868177163035136.png,0.747327,4.379704,7.181602,1.503047,0.003538,0.008575,0.033097
1661868177208036096.png,0.735943,4.179563,6.944649,1.438758,0.005856,0.014050,0.045600
1661868177244036864.png,0.713075,4.078862,6.881573,1.366256,0.004420,0.021398,0.117862
1661868177283037696.png,0.732304,4.310070,7.118226,1.436396,0.003958,0.012329,0.079619
1661868177325038592.png,0.760762,4.761933,7.514555,1.537018,0.003377,0.011137,0.041052
1661868177367039488.png,0.771797,4.848966,7.555048,1.572057,0.002645,0.008147,0.016382
1661868177409040384.png,0.760328,4.821459,7.575760,1.536450,0.003326,0.008354,0.019170
1661868177451041280.png,0.773581,4.908409,7.619920,1.598877,0.003751,0.006664,0.012587
1661868177493042176.png,0.752185,4.675879,7.445993,1.508215,0.004158,0.007916,0.014620
1661868177535043072.png,0.753564,4.680744,7.457928,1.513813,0.004003,0.007322,0.022067
1661868177580044032.png,0.751550,4.730674,7.534934,1.510296,0.003896,0.007309,0.019108
1661868177625044992.png,0.750111,4.721924,7.521887,1.520333,0.004601,0.009355,0.040175
1661868177670045952.png,0.743319,4.668349,7.478884,1.517769,0.006742,0.020935,0.058370
1661868177712046848.png,0.727891,4.527533,7.390153,1.462097,0.012990,0.039736,0.065908
1661868177748047616.png,0.750213,4.662345,7.473031,1.550730,0.007018,0.015226,0.055760
1661868177793048576.png,0.746801,4.706239,7.521191,1.564952,0.009344,0.033774,0.068130
1661868177838049536.png,0.737167,4.722342,7.562419,1.566189,0.013217,0.051318,0.092334
1661868177877050368.png,0.753212,4.828569,7.648272,1.618000,0.007975,0.036979,0.075699
1661868177916051200.png,0.742573,4.721748,7.573142,1.590563,0.013027,0.052502,0.091320
1661868177958052096.png,0.725269,4.575366,7.452582,1.531478,0.031188,0.072997,0.098837
1661868178003053056.png,0.696834,4.385085,7.292837,1.460738,0.054200,0.093511,0.169367
1661868178048054016.png,0.719604,4.680228,7.573876,1.555889,0.042613,0.091105,0.158030
1661868178090054912.png,0.717180,4.665851,7.576469,1.536816,0.034197,0.079397,0.179611
1661868178132055808.png,0.691410,4.485208,7.440606,1.465421,0.058529,0.117896,0.211359
1661868178171056640.png,0.704442,4.611354,7.546202,1.530890,0.050299,0.118817,0.210579
1661868178207057408.png,0.690384,4.389986,7.361694,1.454414,0.056917,0.119702,0.216369
1661868178249058304.png,0.679651,4.366012,7.324923,1.475571,0.069259,0.163912,0.245416
1661868178297059328.png,0.661255,4.164350,7.153077,1.405296,0.096584,0.211538,0.290576
1661868178339060224.png,0.666834,4.156326,7.125042,1.428010,0.115149,0.245004,0.316442
1661868178384061184.png,0.677799,3.881087,6.804061,1.371410,0.127454,0.237573,0.309050
1661868178426062080.png,0.713196,3.828795,6.783965,1.310062,0.109639,0.234220,0.279673
1661868178468062976.png,0.687699,4.097938,6.979491,1.371617,0.075790,0.149985,0.240200
1661868178510063872.png,0.724719,4.226817,6.995408,1.407740,0.061259,0.165957,0.217748
1661868178546064640.png,0.709147,4.100403,6.850111,1.338948,0.043178,0.135193,0.178420
1661868178588065536.png,0.708851,4.078707,6.827114,1.332185,0.043103,0.133467,0.178331
1661868178630066432.png,0.700679,4.281516,6.996259,1.352947,0.103847,0.149166,0.163402
1661868178669067264.png,0.705069,4.302267,7.026011,1.380808,0.080120,0.146727,0.172451
1661868178711068160.png,0.707782,4.374579,7.131738,1.410900,0.078816,0.142301,0.181705
1661868178759069184.png,0.684156,4.255605,7.010951,1.389244,0.135385,0.159017,0.175718
1661868178804070144.png,0.667398,4.117779,6.914608,1.333522,0.131054,0.174585,0.190727
1661868178846071040.png,0.692033,3.663048,6.111711,1.331617,0.111216,0.218146,0.245654
1661868178888071936.png,0.724320,3.598037,5.955007,1.395987,0.079753,0.172899,0.220844
1661868178930072832.png,0.767476,4.344142,6.943979,1.455904,0.027739,0.061846,0.076051
1661868178972073728.png,0.792486,4.676715,7.306832,1.497259,0.015975,0.021129,0.048065
1661868179014074624.png,0.786060,4.725318,7.349182,1.510929,0.017819,0.021728,0.039864
1661868179059075584.png,0.873380,4.732497,7.218719,1.508554,0.001669,0.004555,0.007866
1661868179107076608.png,0.769643,4.619160,7.220938,1.481178,0.001139,0.001785,0.006596
1661868179152077568.png,0.768460,4.681414,7.289470,1.489585,0.001872,0.002818,0.005529
1661868179191078400.png,0.765281,4.660579,7.267337,1.506907,0.001898,0.003139,0.004487
1661868179233079296.png,0.778722,4.814815,7.396286,1.573476,0.001712,0.002899,0.004794
1661868179278080256.png,0.768423,4.646550,7.269943,1.525097,0.001661,0.002680,0.004624
1661868179320081152.png,0.771645,4.673475,7.282214,1.537413,0.001222,0.002224,0.003880
1661868179362082048.png,0.773004,4.622755,7.254427,1.546451,0.001330,0.002035,0.003889
1661868179407083008.png,0.778185,4.662087,7.286170,1.571444,0.001193,0.002087,0.004286
1661868179452083968.png,0.781319,4.647470,7.277155,1.587545,0.001466,0.002379,0.004282
1661868179494084864.png,0.766340,4.433049,7.104976,1.514468,0.001565,0.002815,0.005290
1661868179539085824.png,0.771649,4.421183,7.066469,1.544675,0.001441,0.002474,0.004378
1661868179581086720.png,0.765206,4.341559,7.010108,1.523696,0.001892,0.003489,0.005131
1661868179623087616.png,0.770122,4.278677,6.945206,1.538534,0.002040,0.003781,0.005375
1661868179665088512.png,0.770028,4.286620,6.968248,1.540654,0.002233,0.004086,0.005666
1661868179713089536.png,0.757724,4.250392,6.975582,1.506147,0.001088,0.002308,0.003806
1661868179758090496.png,0.758046,4.114646,6.844384,1.500996,0.001445,0.002859,0.004446
1661868179803091456.png,0.755736,4.108940,6.830276,1.501137,0.001379,0.002150,0.003687
1661868179845092352.png,0.733036,3.910788,6.669962,1.418916,0.001416,0.002514,0.005149
1661868179887093248.png,0.721096,3.805227,6.574819,1.380937,0.001829,0.003098,0.023687
1661868179926094080.png,0.740247,3.874229,6.578774,1.449861,0.001460,0.002300,0.004065
1661868179968094976.png,0.727542,3.753967,6.454138,1.417572,0.001277,0.002311,0.022068
1661868180010095872.png,0.703253,3.665921,6.422371,1.364710,0.000853,0.004181,0.061837
1661868180049096704.png,0.699685,3.623677,6.397258,1.364575,0.000736,0.001531,0.062571
1661868180088097536.png,0.679084,3.631535,6.426690,1.359115,0.000851,0.006034,0.226072
1661868180130098432.png,0.669873,3.509493,6.344800,1.334228,0.001880,0.049683,0.212136
1661868180175099392.png,0.647638,3.435917,6.317443,1.291725,0.002315,0.094033,0.265573
1661868180217100288.png,0.608704,3.433825,6.368724,1.273917,0.107600,0.239333,0.243711
1661868180256101120.png,0.626157,3.460992,6.392742,1.284598,0.030399,0.215619,0.223880
1661868180298102016.png,0.597839,3.437446,6.368188,1.259327,0.185059,0.207552,0.213397
1661868180340102912.png,0.579888,3.413870,6.369833,1.240708,0.182617,0.184832,0.231640
1661868180385103872.png,0.630489,3.552339,6.428939,1.315808,0.116029,0.169025,0.186360
1661868180427104768.png,0.599689,3.366522,6.263068,1.237271,0.146743,0.149647,0.266174
1661868180466105600.png,0.579063,3.297179,6.210331,1.203890,0.142581,0.174765,0.369273
1661868180508106496.png,0.577643,3.313302,6.234649,1.229863,0.134809,0.191663,0.394410
1661868180550107392.png,0.605246,3.311356,6.200670,1.254751,0.070395,0.208698,0.439338
1661868180589108224.png,0.597166,3.235923,6.154474,1.228772,0.038320,0.283791,0.471119
1661868180628109056.png,0.582552,3.113242,6.031507,1.186685,0.056441,0.318493,0.481309
1661868180670109952.png,0.599187,2.990296,5.903753,1.157692,0.000915,0.345679,0.500319
1661868180715110912.png,0.664178,2.994397,5.873338,1.231816,0.000734,0.134422,0.495012
1661868180760111872.png,0.789626,2.790155,5.629155,1.233240,0.000585,0.196510,0.338780
1661868180802112768.png,1.066450,2.490255,5.137973,1.251277,0.000727,0.158770,0.333025
1661868180844113664.png,1.474484,2.677430,5.108199,1.276726,0.002214,0.288233,0.340208
1661868180886114560.png,0.972722,3.851569,6.563704,1.334967,0.094061,0.362975,0.377905
1661868180922115328.png,0.834490,3.908087,6.670812,1.326124,0.223485,0.365712,0.376316
1661868180967116288.png,0.712242,4.051551,6.840667,1.351267,0.327893,0.353284,0.370194
1661868181009117184.png,0.534028,3.917686,6.867274,1.349635,0.346609,0.360895,0.374708
1661868181051118080.png,0.521720,3.844640,6.810080,1.330796,0.352682,0.367611,0.380896
1661868181090118912.png,0.520640,3.874171,6.836109,1.359248,0.358447,0.374138,0.388660
1661868181132119808.png,0.522923,3.793734,6.768738,1.353240,0.378431,0.395066,0.409323
1661868181174120704.png,0.522159,3.785806,6.764373,1.370230,0.389097,0.404150,0.418911
1661868181216121600.png,0.496286,3.700458,6.734840,1.354558,0.407890,0.422630,0.441864
1661868181258122496.png,0.527223,3.590028,6.652006,1.329552,0.397348,0.446008,0.464997
1661868181303123456.png,0.587781,3.453681,6.567891,1.294456,0.068234,0.478267,0.501071
1661868181348124416.png,0.655265,3.372351,6.537932,1.297504,0.024369,0.276180,0.530773
1661868181387125248.png,0.592411,3.382545,6.568441,1.308899,0.067190,0.501563,0.530017
1661868181432126208.png,0.679622,3.243171,6.446159,1.273226,0.017049,0.200801,0.557364
1661868181474127104.png,0.711948,3.219555,6.470417,1.263505,0.022758,0.154771,0.592475
1661868181516128000.png,0.653481,3.125700,6.434710,1.205123,0.024024,0.267796,0.596684
1661868181558128896.png,0.559263,3.101294,6.446548,1.177671,0.063328,0.538289,0.600300
1661868181597129728.png,0.506373,3.147187,6.517529,1.162232,0.209762,0.549154,0.590855
1661868181636130560.png,0.483767,3.166317,6.540637,1.156508,0.267201,0.525732,0.562182
1661868181678131456.png,0.488539,3.107573,6.501278,1.091375,0.235795,0.521713,0.553684
1661868181720132352.png,0.458843,3.283430,6.651173,1.143807,0.384049,0.490179,0.535149
1661868181762133248.png,0.482223,3.427043,6.778121,1.153585,0.315825,0.430022,0.470101
1661868181804134144.png,0.517817,3.468005,6.793375,1.140521,0.235968,0.356188,0.436832
1661868181846135040.png,0.607028,3.732249,6.986456,1.231233,0.031302,0.209729,0.351881
1661868181885135872.png,0.611795,3.688616,6.943713,1.207214,0.020019,0.193995,0.342035
1661868181927136768.png,0.656214,3.694259,6.892609,1.228366,0.016646,0.051718,0.237112
1661868181966137600.png,0.724395,3.716756,6.807289,1.257508,0.018805,0.032261,0.165563
1661868182008138496.png,0.776867,3.676693,6.693943,1.277889,0.010333,0.027776,0.106839
1661868182050139392.png,1.050960,4.160399,6.985062,1.396297,0.006146,0.023910,0.079209
1661868182095140352.png,1.264176,4.693529,7.064097,1.362751,0.018531,0.057235,0.184543
1661868182140141312.png,0.972895,4.765606,7.536040,1.423414,0.011976,0.028157,0.185996
1661868182182142208.png,0.935883,4.974677,7.770124,1.497195,0.004205,0.032733,0.153050
1661868182221143040.png,1.063216,4.643924,7.391294,1.474088,0.011394,0.036474,0.135406
1661868182263143936.png,0.965959,4.269835,7.228330,1.446027,0.033973,0.122082,0.222686
1661868182302144768.png,0.817204,4.146387,7.431322,1.354291,0.027068,0.068427,0.173643
1661868182344145664.png,0.658909,4.608762,7.854043,1.390056,0.061183,0.167613,0.222218
1661868182386146560.png,0.661827,4.761728,7.948745,1.429820,0.081386,0.162761,0.191009
1661868182428147456.png,0.649708,4.686377,7.875872,1.366742,0.089293,0.140843,0.182479
1661868182464148224.png,0.643903,4.684745,7.884330,1.349380,0.085209,0.136928,0.172764
1661868182506149120.png,0.662964,4.701122,7.890830,1.347572,0.046939,0.103476,0.166706
1661868182551150080.png,0.695334,4.971024,8.064923,1.431372,0.023835,0.060320,0.129782
1661868182590150912.png,0.690582,4.877230,7.982492,1.407536,0.017714,0.049488,0.137165
1661868182635151872.png,0.691541,4.936729,8.060394,1.412954,0.023027,0.050001,0.114271
1661868182677152768.png,0.689599,5.084673,8.224173,1.442452,0.014610,0.041658,0.154713
1661868182716153600.png,0.708860,5.177140,8.282959,1.477006,0.005480,0.028900,0.113415
1661868182758154496.png,0.720745,5.346620,8.432674,1.521013,0.006373,0.020149,0.082830
1661868182800155392.png,0.718852,5.407073,8.543408,1.523845,0.005443,0.018350,0.078254
1661868182839156224.png,0.727685,5.541542,8.651206,1.566397,0.002447,0.015298,0.066923
1661868182884157184.png,0.737699,5.693861,8.789387,1.592560,0.001239,0.005732,0.046763
1661868182926158080.png,0.745157,5.798448,8.857063,1.599822,0.001815,0.004648,0.047952
1661868182971159040.png,0.752229,6.032800,9.001741,1.633856,0.021064,0.026813,0.049106
1661868183010159872.png,0.775214,6.255188,9.143757,1.675458,0.001412,0.002302,0.012303
1661868183049160704.png,0.767964,6.200918,9.111009,1.640364,0.001593,0.002961,0.016641
1661868183091161600.png,0.735679,5.878067,8.895910,1.511675,0.001864,0.005549,0.068402
1661868183130162432.png,0.742571,5.985863,8.964225,1.528709,0.001764,0.003634,0.060661
1661868183172163328.png,0.741549,5.978817,8.954845,1.512945,0.001642,0.005969,0.035363
1661868183214164224.png,0.753738,6.225961,9.119317,1.567964,0.000976,0.003535,0.030958
1661868183256165120.png,0.765016,6.312133,9.141891,1.599525,0.001164,0.003293,0.029078
1661868183298166016.png,0.739221,6.037239,8.957719,1.507893,0.001028,0.009740,0.040818
1661868183340166912.png,0.739989,6.082874,8.990695,1.513445,0.001010,0.009999,0.037222
1661868183382167808.png,0.734540,5.928275,8.861764,1.480568,0.000983,0.004508,0.031877
1661868183427168768.png,0.762424,6.320090,9.115310,1.595428,0.000359,0.001936,0.018491
1661868183469169664.png,0.761240,6.321695,9.108333,1.576479,0.000448,0.001626,0.017276
1661868183511170560.png,0.747757,6.166131,9.013172,1.534184,0.000460,0.000978,0.020764
1661868183550171392.png,0.761717,6.329918,9.097954,1.578454,0.000631,0.001835,0.016101
1661868183595172352.png,0.775021,6.502217,9.184157,1.624198,0.000159,0.001829,0.011370
1661868183637173248.png,0.765678,6.394469,9.113845,1.581931,0.000337,0.001580,0.012878
1661868183679174144.png,0.778319,6.563010,9.220900,1.631891,0.000313,0.001325,0.003814
1661868183718174976.png,0.737239,6.089931,8.938393,1.486597,0.000823,0.002789,0.022130
1661868183769176064.png,0.745590,6.148792,8.947183,1.492910,0.000889,0.002300,0.021404
1661868183811176960.png,0.753921,6.297081,9.075539,1.539003,0.001177,0.002396,0.011377
1661868183850177792.png,0.747954,6.232595,9.035271,1.515580,0.001225,0.003171,0.014157
1661868183892178688.png,0.746382,6.212293,9.022128,1.510834,0.001236,0.003189,0.014358
1661868183931179520.png,0.748528,6.274203,9.086534,1.519592,0.001678,0.003521,0.010960
1661868183973180416.png,0.765848,6.463540,9.192530,1.587524,0.001300,0.003125,0.007224
1661868184018181376.png,0.766322,6.483604,9.199661,1.582380,0.001838,0.003410,0.008326
1661868184060182272.png,0.764533,6.440979,9.154151,1.577325,0.001847,0.003325,0.009566
1661868184102183168.png,0.780351,6.655596,9.286756,1.643111,0.000997,0.002018,0.006559
1661868184147184128.png,0.779642,6.724267,9.348056,1.665363,0.000920,0.002310,0.006377
1661868184192185088.png,0.757011,6.355234,9.088023,1.552100,0.001252,0.003738,0.014852
1661868184240186112.png,0.791213,6.802048,9.352625,1.689264,0.000622,0.001357,0.003282
1661868184282187008.png,0.782715,6.754418,9.348428,1.672400,0.000773,0.002058,0.008398
1661868184324187904.png,0.777010,6.619290,9.249669,1.624818,0.000840,0.002009,0.007327
1661868184366188800.png,0.796543,6.953280,9.481808,1.719418,0.000646,0.001588,0.004468
1661868184411189760.png,0.782060,6.763549,9.366721,1.641479,0.000447,0.001595,0.004374
1661868184447190528.png,0.791273,6.921956,9.474295,1.684685,0.000419,0.001057,0.002011
1661868184486191360.png,0.791445,6.944587,9.490362,1.687190,0.000189,0.000990,0.002695
1661868184528192256.png,0.806886,7.155324,9.606660,1.763972,0.000131,0.000659,0.002119
1661868184573193216.png,0.805795,7.140591,9.597350,1.756050,0.000136,0.000699,0.002125
1661868184618194176.png,0.799618,7.032047,9.495204,1.724107,0.000062,0.000914,0.002394
1661868184660195072.png,0.786987,6.812014,9.337340,1.649936,0.000045,0.000772,0.003064
1661868184705196032.png,0.793204,6.885733,9.367023,1.668087,0.000017,0.000385,0.004420
1661868184747196928.png,0.813090,7.198907,9.562490,1.767268,0.000017,0.000150,0.001215
1661868184786197760.png,0.813632,7.170357,9.530326,1.769288,0.000050,0.000238,0.002111
1661868184831198720.png,0.816389,7.224315,9.565590,1.783826,0.000088,0.000280,0.002147
1661868184873199616.png,0.820705,7.276535,9.595848,1.794182,0.000158,0.000267,0.001262
1661868184921200640.png,0.825883,7.391399,9.672699,1.833697,0.000032,0.000054,0.000913
1661868184960201472.png,0.822980,7.341769,9.641533,1.808698,0.000048,0.000178,0.001226
1661868185005202432.png,0.841615,7.624951,9.806398,1.911766,0.000267,0.000267,0.000449
1661868185047203328.png,0.840870,7.597626,9.784377,1.907842,0.000117,0.000133,0.000346
1661868185086204160.png,0.841749,7.595973,9.776192,1.905929,0.000201,0.000286,0.000392
1661868185125204992.png,0.847895,7.692997,9.836933,1.945544,0.000032,0.000037,0.000222
1661868185170205952.png,0.836923,7.550344,9.768615,1.878927,0.000163,0.000179,0.000227
1661868185215206912.png,0.845362,7.663634,9.836662,1.928336,0.000225,0.000246,0.000346
1661868185257207808.png,0.852123,7.792810,9.922418,1.985858,0.000236,0.000246,0.000330
1661868185299208704.png,0.844188,7.629548,9.816125,1.925382,0.000078,0.000078,0.000256
1661868185341209600.png,0.834904,7.464694,9.708914,1.863035,0.000089,0.000109,0.000646
1661868185383210496.png,0.855451,7.804744,9.917597,1.998258,0.000026,0.000333,0.000453
1661868185422211328.png,0.824292,7.300307,9.611865,1.803910,0.000161,0.000280,0.000909
1661868185464212224.png,0.839008,7.566281,9.788280,1.886343,0.000036,0.000098,0.000477
1661868185506213120.png,0.848417,7.726149,9.896699,1.948914,0.000108,0.000206,0.000305
1661868185545213952.png,0.826257,7.363145,9.678894,1.810301,0.000165,0.000217,0.000639
1661868185590214912.png,0.843831,7.650908,9.866751,1.927663,0.000144,0.000236,0.000565
1661868185632215808.png,0.847022,7.695235,9.895634,1.945225,0.000128,0.000134,0.000693
1661868185671216640.png,0.838085,7.568356,9.825552,1.881683,0.000338,0.000544,0.001128
1661868185707217408.png,0.861759,7.984643,10.096057,2.044741,0.000077,0.000092,0.000338
1661868185752218368.png,0.841873,7.661768,9.905432,1.909370,0.000005,0.000026,0.000379
1661868185794219264.png,0.846931,7.739320,9.961179,1.947513,0.000020,0.000143,0.000807
1661868185839220224.png,0.850289,7.795316,10.006626,1.961759,0.000015,0.000066,0.000250
1661868185875220992.png,0.844278,7.729149,9.980166,1.932090,0.000107,0.000193,0.000651
1661868185914221824.png,0.857988,7.943086,10.112042,2.025778,0.000061,0.000091,0.000447
1661868185962222848.png,0.856833,7.893934,10.079866,2.003612,0.000172,0.000274,0.000497
1661868186004223744.png,0.857551,7.907310,10.099163,2.010879,0.000167,0.000552,0.001003
1661868186046224640.png,0.860406,7.965907,10.139550,2.031660,0.000025,0.000273,0.000587
1661868186091225600.png,0.857278,7.911800,10.106399,2.008761,0.000025,0.000253,0.000506
1661868186130226432.png,0.865081,8.055962,10.210449,2.068624,0.000000,0.000035,0.000510
1661868186175227392.png,0.861073,7.987885,10.171419,2.028401,0.000010,0.000015,0.000192
1661868186220228352.png,0.843847,7.731190,10.027626,1.914409,0.000066,0.000096,0.000449
1661868186262229248.png,0.853388,7.878824,10.117594,1.979110,0.000091,0.000217,0.000257
1661868186307230208.png,0.859542,7.987038,10.186349,2.024511,0.000020,0.000111,0.000182
1661868186349231104.png,0.852140,7.858726,10.108465,1.972477,0.000045,0.000076,0.000313
1661868186391232000.png,0.861656,8.001437,10.200143,2.038881,0.000025,0.000025,0.000101
1661868186433232896.png,0.873069,8.177140,10.305548,2.125945,0.000000,0.000000,0.000000
1661868186478233856.png,0.856704,7.921894,10.160263,2.001161,0.000005,0.000020,0.000076
1661868186520234752.png,0.850635,7.840001,10.119062,1.959522,0.000000,0.000015,0.000197
1661868186562235648.png,0.849290,7.807210,10.098687,1.946721,0.000000,0.000005,0.000343
1661868186601236480.png,0.851039,7.829399,10.108198,1.961815,0.000030,0.000030,0.000621
