frame,absrel,sqrel,rmse,rmse_log,delta1,delta2,delta3
1661868174264973312.png,0.637632,2.587427,5.003702,1.042300,0.000205,0.000353,0.001075
1661868174306974208.png,0.669110,2.803140,5.161578,1.131197,0.000200,0.000422,0.001198
1661868174354975232.png,0.637606,2.549851,4.893554,1.034926,0.000172,0.000557,0.002292
1661868174399976192.png,0.653846,2.658315,4.968113,1.079957,0.000104,0.000444,0.002010
1661868174441977088.png,0.650063,2.642273,4.925006,1.068552,0.000301,0.000677,0.001451
1661868174483977984.png,0.657458,2.709192,4.979176,1.090609,0.000185,0.000681,0.001784
1661868174525978880.png,0.650274,2.647424,4.899074,1.066897,0.000249,0.000676,0.002041
1661868174564979712.png,0.648019,2.617634,4.848847,1.057761,0.000347,0.000770,0.002066
1661868174603980544.png,0.658630,2.715298,4.907321,1.089593,0.000283,0.000635,0.001061
1661868174645981440.png,0.665529,2.765265,4.933342,1.108650,0.000293,0.000787,0.001125
1661868174693982464.png,0.666272,2.783796,4.933449,1.112189,0.000553,0.001140,0.001453
1661868174735983360.png,0.672369,2.862134,4.999057,1.132604,0.000484,0.000906,0.001419
1661868174780984320.png,0.673835,2.891667,5.023137,1.138372,0.000388,0.000945,0.001722
1661868174828985344.png,0.668741,2.911806,5.101562,1.123294,0.001133,0.002176,0.003485
1661868174870986240.png,0.687139,3.067616,5.230441,1.184113,0.001660,0.002498,0.004101
1661868174912987136.png,0.693890,3.133060,5.284966,1.208311,0.001855,0.002660,0.003842
1661868174960988160.png,0.693508,3.152050,5.325174,1.210256,0.001262,0.002260,0.003648
1661868175002989056.png,0.710716,3.431328,5.635442,1.284455,0.001454,0.001913,0.003088
1661868175044989952.png,0.718023,3.495559,5.684914,1.305183,0.001256,0.001710,0.002966
1661868175086990848.png,0.708088,3.508923,5.815746,1.269004,0.001561,0.002674,0.004643
1661868175128991744.png,0.703756,3.558496,5.959074,1.259926,0.001945,0.003341,0.005659
1661868175170992640.png,0.726309,3.899948,6.333137,1.341573,0.001435,0.002595,0.004753
1661868175209993472.png,0.711437,3.921973,6.503584,1.302787,0.001717,0.002970,0.005459
1661868175251994368.png,0.743263,4.363821,6.919289,1.421915,0.001583,0.002314,0.004760
1661868175302995456.png,0.742496,4.460139,7.077146,1.423887,0.001010,0.002249,0.004086
1661868175341996288.png,0.755369,4.624659,7.219920,1.472902,0.001139,0.001824,0.003444
1661868175383997184.png,0.762584,4.934570,7.603696,1.504015,0.001192,0.002601,0.003844
1661868175425998080.png,0.735879,4.775671,7.592489,1.411120,0.001089,0.002833,0.005309
1661868175470999040.png,0.745366,4.869995,7.646592,1.436746,0.001038,0.002195,0.004813
1661868175509999872.png,0.758176,5.108640,7.867585,1.487052,0.000962,0.001871,0.004677
1661868175549000704.png,0.751097,4.990790,7.733858,1.453499,0.001091,0.001914,0.004668
1661868175591001600.png,0.751553,5.025486,7.771605,1.456035,0.001101,0.001856,0.004585
1661868175639002624.png,0.744322,4.978471,7.745796,1.427357,0.001390,0.002428,0.006278
1661868175681003520.png,0.734981,4.839078,7.612286,1.389226,0.001749,0.004056,0.007522
1661868175723004416.png,0.755574,5.059595,7.752964,1.468178,0.001560,0.003569,0.006213
1661868175765005312.png,0.739017,4.807336,7.519934,1.401149,0.001826,0.004110,0.007531
1661868175810006272.png,0.745090,4.882609,7.573948,1.421223,0.001492,0.003578,0.005552
1661868175849007104.png,0.740886,4.870742,7.592985,1.405124,0.001802,0.003780,0.005763
1661868175897008128.png,0.736507,4.856529,7.606737,1.387130,0.001181,0.002647,0.004918
1661868175939009024.png,0.739204,4.962071,7.739336,1.402720,0.000962,0.002762,0.005151
1661868175981009920.png,0.733489,4.914134,7.711594,1.374834,0.001202,0.003251,0.006417
1661868176029010944.png,0.743515,4.992147,7.747598,1.409637,0.000850,0.002744,0.004853
1661868176071011840.png,0.750424,5.042988,7.765659,1.436541,0.000987,0.002761,0.004816
1661868176113012736.png,0.737257,4.867517,7.635350,1.388472,0.001175,0.003222,0.006033
1661868176152013568.png,0.730922,4.765358,7.550351,1.367628,0.001636,0.003620,0.007481
1661868176197014528.png,0.733677,4.755935,7.519932,1.380171,0.001637,0.003743,0.006811
1661868176242015488.png,0.711749,4.382710,7.157178,1.301054,0.002430,0.005137,0.010229
1661868176284016384.png,0.705852,4.343711,7.145030,1.279031,0.002283,0.005434,0.011735
1661868176323017216.png,0.735468,4.752884,7.512430,1.390168,0.002026,0.004642,0.008483
1661868176368018176.png,0.729840,4.693185,7.474259,1.367586,0.002107,0.005559,0.011830
1661868176410019072.png,0.711043,4.363027,7.133368,1.303315,0.002810,0.007470,0.020680
1661868176452019968.png,0.728475,4.512851,7.240705,1.367708,0.002255,0.006065,0.018314
1661868176497020928.png,0.739699,4.742117,7.484156,1.414766,0.002083,0.009064,0.019916
1661868176536021760.png,0.706630,4.217003,7.004327,1.289184,0.003103,0.008882,0.024023
1661868176578022656.png,0.732974,4.583706,7.352212,1.392087,0.002593,0.009439,0.023137
1661868176617023488.png,0.739080,4.626933,7.380424,1.408341,0.002565,0.008014,0.017929
1661868176659024384.png,0.730608,4.454590,7.196115,1.381805,0.002603,0.008170,0.017455
1661868176701025280.png,0.740413,4.596464,7.335344,1.429584,0.002652,0.007838,0.018734
1661868176743026176.png,0.722663,4.306973,7.071229,1.357363,0.003245,0.009300,0.023127
1661868176785027072.png,0.756936,4.739098,7.453545,1.517807,0.002277,0.006051,0.015238
1661868176824027904.png,0.721303,4.270828,7.038552,1.377109,0.002846,0.009321,0.036321
1661868176869028864.png,0.743242,4.515068,7.244318,1.466009,0.001971,0.005369,0.024835
1661868176914029824.png,0.741699,4.519000,7.308315,1.461730,0.001852,0.005825,0.028356
1661868176953030656.png,0.742673,4.553681,7.370705,1.478140,0.002123,0.005959,0.024740
1661868176992031488.png,0.746878,4.541237,7.353085,1.496377,0.002200,0.005903,0.018085
1661868177034032384.png,0.742797,4.420289,7.223363,1.476352,0.002504,0.006747,0.019338
1661868177076033280.png,0.736232,4.327711,7.144940,1.468527,0.003390,0.008399,0.022585
1661868177118034176.png,0.736384,4.227833,7.035245,1.450949,0.002805,0.007783,0.020895
1661868177163035136.png,0.744500,4.213418,6.963928,1.461507,0.003457,0.009269,0.022417
1661868177208036096.png,0.732963,4.199136,6.986562,1.433110,0.002935,0.007136,0.034380
1661868177244036864.png,0.746995,4.397509,7.174160,1.482598,0.002998,0.006811,0.031780
1661868177283037696.png,0.745696,4.536878,7.326474,1.488103,0.003052,0.006451,0.047304
1661868177325038592.png,0.756831,4.709990,7.476120,1.525362,0.002816,0.009472,0.028610
1661868177367039488.png,0.766001,4.837408,7.576365,1.574383,0.002405,0.005386,0.013637
1661868177409040384.png,0.747826,4.709999,7.485721,1.513118,0.003148,0.006857,0.020725
1661868177451041280.png,0.748809,4.694743,7.468716,1.520391,0.003411,0.008864,0.028783
1661868177493042176.png,0.746800,4.715352,7.510383,1.515018,0.004017,0.009449,0.040321
1661868177535043072.png,0.745012,4.674298,7.470958,1.499009,0.003818,0.011670,0.041590
1661868177580044032.png,0.729934,4.564137,7.380426,1.475446,0.004641,0.030726,0.062655
1661868177625044992.png,0.741789,4.578055,7.398473,1.486840,0.006735,0.015834,0.044619
1661868177670045952.png,0.740612,4.624259,7.455471,1.511342,0.005708,0.014643,0.053427
1661868177712046848.png,0.733057,4.584336,7.431486,1.504075,0.007337,0.028266,0.078058
1661868177748047616.png,0.720709,4.409066,7.273038,1.452286,0.008522,0.035016,0.088013
1661868177793048576.png,0.712899,4.388663,7.280471,1.441417,0.016583,0.049371,0.112877
1661868177838049536.png,0.714490,4.477721,7.372508,1.475152,0.019012,0.053219,0.141515
1661868177877050368.png,0.725232,4.574525,7.468797,1.522610,0.022152,0.052395,0.109012
1661868177916051200.png,0.700655,4.308101,7.205655,1.458369,0.026770,0.074092,0.175467
1661868177958052096.png,0.689791,4.210257,7.135141,1.407189,0.036589,0.084639,0.184255
1661868178003053056.png,0.708231,4.426826,7.330117,1.504227,0.025717,0.077862,0.177927
1661868178048054016.png,0.708686,4.524641,7.440044,1.533122,0.033735,0.088890,0.194878
1661868178090054912.png,0.687531,4.228258,7.160285,1.428757,0.042746,0.093578,0.212086
1661868178132055808.png,0.659650,3.970156,6.920380,1.342861,0.057291,0.154904,0.260927
1661868178171056640.png,0.649066,3.930377,6.868766,1.342945,0.077539,0.208966,0.285651
1661868178207057408.png,0.656796,4.050163,6.986958,1.410400,0.069571,0.221467,0.290309
1661868178249058304.png,0.634119,4.021999,7.002104,1.415527,0.121596,0.275394,0.321392
1661868178297059328.png,0.628231,3.905559,6.895759,1.373939,0.140575,0.272604,0.343570
1661868178339060224.png,0.612092,3.792723,6.815963,1.342125,0.164091,0.303532,0.368119
1661868178384061184.png,0.631201,3.934375,6.958146,1.347595,0.188430,0.305195,0.344212
1661868178426062080.png,0.653411,4.086594,6.981087,1.392169,0.154010,0.266606,0.288515
1661868178468062976.png,0.666143,4.059987,6.896391,1.366568,0.140501,0.249755,0.277437
1661868178510063872.png,0.681528,4.290276,7.094021,1.413457,0.157334,0.226080,0.238990
1661868178546064640.png,0.665174,4.203133,7.009599,1.365446,0.166402,0.220453,0.228877
1661868178588065536.png,0.664201,4.182749,6.990338,1.358674,0.165435,0.220029,0.228660
1661868178630066432.png,0.674168,4.168397,6.952106,1.380443,0.132244,0.189308,0.221439
1661868178669067264.png,0.665270,4.055601,6.855045,1.365973,0.120184,0.205036,0.228758
1661868178711068160.png,0.672505,3.997658,6.782446,1.357438,0.118012,0.197874,0.229892
1661868178759069184.png,0.749039,3.887070,6.574216,1.355964,0.093483,0.124170,0.208129
1661868178804070144.png,0.793028,3.754859,6.383843,1.328545,0.103660,0.125394,0.174119
1661868178846071040.png,0.784126,3.402692,6.015551,1.329397,0.122349,0.193989,0.262338
1661868178888071936.png,0.683698,3.223245,5.680236,1.251422,0.097558,0.234701,0.308596
1661868178930072832.png,0.756202,3.538445,6.109852,1.310717,0.014810,0.084941,0.185854
1661868178972073728.png,0.806166,3.932195,6.499952,1.402441,0.017734,0.049681,0.095178
1661868179014074624.png,0.802006,4.158525,6.774082,1.432466,0.023280,0.034116,0.079847
1661868179059075584.png,0.861351,4.465395,7.066578,1.487122,0.020620,0.025902,0.031082
1661868179107076608.png,0.908410,4.667160,7.103833,1.553655,0.008887,0.023554,0.028188
1661868179152077568.png,0.873593,4.710771,7.144988,1.527355,0.006608,0.013260,0.026799
1661868179191078400.png,0.777848,4.493261,7.099721,1.462933,0.002308,0.003707,0.010989
1661868179233079296.png,0.785749,4.574811,7.140926,1.526882,0.001864,0.002841,0.004377
1661868179278080256.png,0.775925,4.552927,7.151010,1.516561,0.001944,0.003091,0.004916
1661868179320081152.png,0.766019,4.538754,7.149004,1.496536,0.001973,0.003289,0.005306
1661868179362082048.png,0.775924,4.626790,7.241554,1.568630,0.001835,0.002843,0.004132
1661868179407083008.png,0.770733,4.556287,7.196044,1.544724,0.001655,0.002414,0.004054
1661868179452083968.png,0.769280,4.481091,7.132452,1.536292,0.001572,0.002643,0.004382
1661868179494084864.png,0.771900,4.475201,7.134754,1.550123,0.001493,0.002642,0.003796
1661868179539085824.png,0.760692,4.243496,6.913110,1.500683,0.001329,0.002100,0.003291
1661868179581086720.png,0.756514,4.146644,6.816641,1.483081,0.002563,0.004280,0.005926
1661868179623087616.png,0.762851,4.147898,6.844929,1.513163,0.001930,0.003738,0.005262
1661868179665088512.png,0.755002,4.104918,6.838617,1.483037,0.002006,0.003205,0.004338
1661868179713089536.png,0.733001,3.948524,6.722433,1.402309,0.002403,0.003463,0.005963
1661868179758090496.png,0.758940,4.039119,6.745404,1.499714,0.001011,0.001701,0.002942
1661868179803091456.png,0.754418,4.015964,6.725807,1.492481,0.001313,0.002145,0.003376
1661868179845092352.png,0.735920,3.883559,6.635679,1.431774,0.001201,0.002453,0.005053
1661868179887093248.png,0.729420,3.871522,6.619711,1.421759,0.001332,0.002563,0.010322
1661868179926094080.png,0.727501,3.834611,6.579875,1.422904,0.000984,0.002265,0.015125
1661868179968094976.png,0.688636,3.646938,6.457558,1.326738,0.000793,0.002816,0.079634
1661868180010095872.png,0.692587,3.725391,6.534996,1.368217,0.000886,0.002316,0.138398
1661868180049096704.png,0.683075,3.633185,6.472488,1.340525,0.000856,0.002335,0.146314
1661868180088097536.png,0.685646,3.667888,6.513984,1.356577,0.000951,0.009487,0.141117
1661868180130098432.png,0.666545,3.646391,6.542971,1.335293,0.002181,0.054904,0.242614
1661868180175099392.png,0.646145,3.682060,6.605463,1.329798,0.002640,0.194535,0.239364
1661868180217100288.png,0.621647,3.682041,6.617689,1.309018,0.095133,0.202172,0.222030
1661868180256101120.png,0.649846,3.788452,6.696804,1.358567,0.023313,0.176324,0.198045
1661868180298102016.png,0.649478,3.807056,6.706022,1.360762,0.034611,0.169234,0.184283
1661868180340102912.png,0.646663,3.750327,6.639179,1.335041,0.076231,0.155547,0.169922
1661868180385103872.png,0.642109,3.770032,6.650556,1.343889,0.106025,0.147487,0.161305
1661868180427104768.png,0.614603,3.680799,6.583473,1.300286,0.136478,0.145250,0.249882
1661868180466105600.png,0.618391,3.715600,6.603024,1.317175,0.136543,0.143948,0.238570
1661868180508106496.png,0.609969,3.694250,6.599508,1.304283,0.142534,0.155116,0.331910
1661868180550107392.png,0.621707,3.717453,6.623019,1.318910,0.077900,0.202799,0.363767
1661868180589108224.png,0.625690,3.732744,6.656807,1.319425,0.016640,0.217512,0.398547
1661868180628109056.png,0.642635,3.697433,6.635121,1.299751,0.003438,0.235586,0.401843
1661868180670109952.png,0.759999,3.776148,6.677072,1.331238,0.000739,0.166709,0.244049
1661868180715110912.png,0.802486,3.693233,6.580342,1.335601,0.000586,0.150529,0.215140
1661868180760111872.png,0.892775,3.539054,6.378142,1.329981,0.006027,0.144203,0.175783
1661868180802112768.png,1.220863,3.678561,6.365325,1.475320,0.054398,0.136476,0.153016
1661868180844113664.png,1.656476,4.050342,6.492309,1.549796,0.058730,0.144243,0.160175
1661868180886114560.png,0.617633,4.180516,7.118949,1.393672,0.142727,0.345784,0.365262
1661868180922115328.png,0.578376,4.198185,7.161459,1.397953,0.276011,0.354029,0.369709
1661868180967116288.png,0.565029,4.174315,7.133246,1.395905,0.313587,0.364091,0.375167
1661868181009117184.png,0.527904,4.064752,7.042424,1.364550,0.355855,0.375966,0.387399
1661868181051118080.png,0.523632,4.027669,7.029355,1.363474,0.377147,0.392254,0.410111
1661868181090118912.png,0.522242,4.020476,7.034766,1.374300,0.383951,0.399120,0.412658
1661868181132119808.png,0.521154,3.929134,6.968569,1.370327,0.409575,0.422848,0.435545
1661868181174120704.png,0.542377,3.887327,6.948318,1.370402,0.351001,0.437166,0.452446
1661868181216121600.png,0.548019,3.775264,6.899385,1.339452,0.220004,0.464068,0.474833
1661868181258122496.png,0.558628,3.722805,6.877261,1.346234,0.159060,0.486187,0.494499
1661868181303123456.png,0.618415,3.628270,6.840051,1.331249,0.056139,0.511051,0.526601
1661868181348124416.png,0.722940,3.486868,6.742473,1.282557,0.005590,0.163435,0.554114
1661868181387125248.png,0.708657,3.462087,6.726070,1.270906,0.012343,0.184980,0.555718
1661868181432126208.png,0.640211,3.452847,6.744958,1.279136,0.050064,0.322577,0.555229
1661868181474127104.png,0.710779,3.484480,6.781401,1.281894,0.014550,0.193998,0.559718
1661868181516128000.png,0.766441,3.404682,6.717199,1.226772,0.011593,0.105952,0.505434
1661868181558128896.png,0.673963,3.340466,6.685745,1.186504,0.018420,0.200244,0.566693
1661868181597129728.png,0.549797,3.360519,6.732740,1.170872,0.139344,0.499632,0.541985
1661868181636130560.png,0.550523,3.469632,6.818977,1.211851,0.159050,0.497269,0.533809
1661868181678131456.png,0.512748,3.507015,6.858942,1.195914,0.248039,0.502556,0.527941
1661868181720132352.png,0.510700,3.536325,6.868338,1.189049,0.252678,0.487514,0.510633
1661868181762133248.png,0.480108,3.605238,6.957389,1.153892,0.359815,0.446555,0.500242
1661868181804134144.png,0.514208,3.661945,6.980636,1.158699,0.247419,0.374667,0.455060
1661868181846135040.png,0.625586,3.983914,7.196921,1.275159,0.015659,0.197250,0.331934
1661868181885135872.png,0.620386,3.899183,7.117204,1.232296,0.037162,0.214449,0.329742
1661868181927136768.png,0.689846,3.843112,6.992406,1.226369,0.008564,0.065728,0.217625
1661868181966137600.png,0.729672,3.854232,6.895559,1.255855,0.004547,0.012124,0.152384
1661868182008138496.png,0.828897,3.961497,6.936706,1.308494,0.005787,0.020189,0.116608
1661868182050139392.png,1.130908,4.962754,7.409814,1.423282,0.009274,0.025714,0.105120
1661868182095140352.png,0.683454,4.636642,7.721451,1.385124,0.002042,0.019016,0.185821
1661868182140141312.png,0.692653,4.753874,7.840368,1.409255,0.002031,0.019416,0.151806
1661868182182142208.png,0.693803,4.867839,7.954414,1.429179,0.004361,0.013906,0.150116
1661868182221143040.png,0.881313,4.910551,7.815412,1.420418,0.003340,0.076092,0.311419
1661868182263143936.png,0.914929,4.979534,7.947899,1.548238,0.002476,0.006565,0.030855
1661868182302144768.png,0.976223,4.797991,7.878722,1.430918,0.015491,0.039163,0.121962
1661868182344145664.png,0.679291,4.935155,8.068363,1.410745,0.050548,0.132717,0.192119
1661868182386146560.png,0.661866,4.972711,8.098543,1.420193,0.080073,0.167402,0.209791
1661868182428147456.png,0.669023,5.093084,8.174533,1.464553,0.094600,0.133474,0.175237
1661868182464148224.png,0.659288,4.971532,8.096189,1.411769,0.081210,0.118766,0.183274
1661868182506149120.png,0.649224,4.726124,7.917747,1.325791,0.046183,0.105943,0.227054
1661868182551150080.png,0.697261,5.093529,8.169457,1.446677,0.012068,0.054395,0.145208
1661868182590150912.png,0.700338,5.076067,8.141366,1.452117,0.008051,0.048044,0.135293
1661868182635151872.png,0.688240,5.062682,8.164992,1.423931,0.013065,0.047274,0.185313
1661868182677152768.png,0.677544,5.116156,8.257913,1.428338,0.030216,0.054461,0.209247
1661868182716153600.png,0.706316,5.230631,8.312047,1.472641,0.011425,0.038688,0.114495
1661868182758154496.png,0.724234,5.395810,8.449471,1.518670,0.004670,0.024509,0.065269
1661868182800155392.png,0.725682,5.389146,8.497245,1.499941,0.003101,0.012950,0.054307
1661868182839156224.png,0.732521,5.532779,8.591770,1.541057,0.002628,0.016939,0.064146
1661868182884157184.png,0.729839,5.625978,8.710189,1.549210,0.001757,0.007571,0.100484
1661868182926158080.png,0.726545,5.664806,8.743324,1.534411,0.002453,0.019849,0.105641
1661868182971159040.png,0.759901,6.080485,9.005488,1.636749,0.002738,0.014276,0.055942
1661868183010159872.png,0.780736,6.385458,9.210668,1.718178,0.001288,0.002879,0.027596
1661868183049160704.png,0.756979,6.185487,9.092383,1.617923,0.002158,0.015921,0.044740
1661868183091161600.png,0.745476,6.000265,8.964760,1.549773,0.001587,0.002582,0.051650
1661868183130162432.png,0.743671,6.104943,9.049677,1.558020,0.001086,0.012092,0.085569
1661868183172163328.png,0.741420,6.143335,9.076642,1.555435,0.001432,0.017437,0.077647
1661868183214164224.png,0.733938,6.024438,8.988935,1.508280,0.001430,0.013255,0.057628
1661868183256165120.png,0.739463,6.084044,9.002078,1.512293,0.001206,0.012998,0.061435
1661868183298166016.png,0.732372,5.997472,8.942959,1.485450,0.002005,0.011344,0.049385
1661868183340166912.png,0.721695,5.793673,8.786551,1.434114,0.002076,0.013030,0.043129
1661868183382167808.png,0.723857,5.794552,8.754700,1.443187,0.001986,0.011336,0.040648
1661868183427168768.png,0.725133,5.842126,8.794403,1.452673,0.002249,0.008801,0.039229
1661868183469169664.png,0.721181,5.825360,8.783830,1.436501,0.001161,0.007597,0.039437
1661868183511170560.png,0.701331,5.564868,8.604320,1.371672,0.001409,0.009682,0.052416
1661868183550171392.png,0.730710,5.889088,8.793824,1.449270,0.001446,0.005806,0.029048
1661868183595172352.png,0.722537,5.895829,8.819808,1.437957,0.001541,0.010255,0.039248
1661868183637173248.png,0.733746,5.980504,8.854496,1.469058,0.001639,0.004131,0.029090
1661868183679174144.png,0.747683,6.201688,9.006650,1.527843,0.000863,0.003282,0.022109
1661868183718174976.png,0.734851,6.069925,8.924131,1.487033,0.000486,0.002315,0.029324
1661868183769176064.png,0.727252,5.924326,8.812659,1.435104,0.000783,0.003250,0.030178
1661868183811176960.png,0.755029,6.326953,9.093932,1.558468,0.001510,0.002629,0.016538
1661868183850177792.png,0.733841,6.057205,8.922735,1.472721,0.000923,0.005246,0.021438
1661868183892178688.png,0.734391,6.058676,8.921590,1.473402,0.001005,0.004755,0.019067
1661868183931179520.png,0.727892,5.982028,8.883847,1.443670,0.001831,0.005611,0.024771
1661868183973180416.png,0.744861,6.231823,9.048010,1.500861,0.002385,0.004286,0.014840
1661868184018181376.png,0.740954,6.153224,8.988346,1.488299,0.002173,0.005711,0.014334
1661868184060182272.png,0.745337,6.165190,8.967880,1.497181,0.001639,0.005907,0.014154
1661868184102183168.png,0.766751,6.471961,9.172323,1.584486,0.001484,0.002849,0.008370
1661868184147184128.png,0.767732,6.517478,9.202062,1.597492,0.001674,0.003323,0.008160
1661868184192185088.png,0.772956,6.542878,9.205253,1.613758,0.001168,0.002331,0.007639
1661868184240186112.png,0.778481,6.597688,9.218798,1.622067,0.001054,0.002162,0.008702
1661868184282187008.png,0.786574,6.760369,9.338146,1.668675,0.000938,0.001952,0.003421
1661868184324187904.png,0.764571,6.456997,9.147294,1.572132,0.001675,0.003073,0.006898
1661868184366188800.png,0.786469,6.830739,9.412029,1.657672,0.000576,0.001968,0.004325
1661868184411189760.png,0.783888,6.809764,9.401505,1.655507,0.000581,0.002004,0.005262
1661868184447190528.png,0.765332,6.533710,9.219456,1.551818,0.000995,0.002555,0.010460
1661868184486191360.png,0.791007,6.924568,9.473972,1.678600,0.000573,0.001822,0.005551
1661868184528192256.png,0.780769,6.810676,9.395973,1.632851,0.000507,0.002248,0.006312
1661868184573193216.png,0.779858,6.800872,9.390716,1.629686,0.000507,0.002300,0.006466
1661868184618194176.png,0.771700,6.633734,9.240546,1.582587,0.000388,0.002201,0.007492
1661868184660195072.png,0.787473,6.809268,9.326780,1.645800,0.000106,0.001087,0.003104
1661868184705196032.png,0.793289,6.932379,9.408391,1.675972,0.000402,0.000943,0.004715
1661868184747196928.png,0.802321,7.007275,9.428565,1.696227,0.000172,0.000333,0.003701
1661868184786197760.png,0.804962,7.016823,9.423712,1.704479,0.000227,0.000404,0.003499
1661868184831198720.png,0.808666,7.096649,9.479397,1.723760,0.000193,0.000275,0.001832
1661868184873199616.png,0.814454,7.198140,9.551627,1.753236,0.000049,0.000109,0.001155
1661868184921200640.png,0.835561,7.517948,9.743992,1.870048,0.000049,0.000076,0.000471
1661868184960201472.png,0.840966,7.604306,9.796185,1.903585,0.000070,0.000081,0.000242
1661868185005202432.png,0.830167,7.421603,9.676250,1.833523,0.000198,0.000252,0.001243
1661868185047203328.png,0.822960,7.293187,9.593972,1.789729,0.000149,0.000176,0.000646
1661868185086204160.png,0.823735,7.335758,9.627022,1.806761,0.000191,0.000191,0.000621
1661868185125204992.png,0.827025,7.355636,9.630043,1.816284,0.000164,0.000201,0.000482
1661868185170205952.png,0.834265,7.505263,9.742439,1.863461,0.000153,0.000259,0.000481
1661868185215206912.png,0.824673,7.320608,9.621329,1.801414,0.000010,0.000031,0.000504
1661868185257207808.png,0.834531,7.482284,9.724333,1.863269,0.000183,0.000236,0.000446
1661868185299208704.png,0.835260,7.493072,9.733719,1.870382,0.000230,0.000287,0.000638
1661868185341209600.png,0.837456,7.487095,9.715661,1.874879,0.000057,0.000240,0.000590
1661868185383210496.png,0.822447,7.270819,9.592754,1.794002,0.000005,0.000146,0.000959
1661868185422211328.png,0.826205,7.326463,9.625780,1.806437,0.000016,0.000166,0.000489
1661868185464212224.png,0.850319,7.765831,9.917904,1.961996,0.000042,0.000166,0.000425
1661868185506213120.png,0.844070,7.640214,9.844184,1.913286,0.000109,0.000145,0.000388
1661868185545213952.png,0.834049,7.492684,9.764144,1.852239,0.000093,0.000181,0.000635
1661868185590214912.png,0.823845,7.340139,9.680985,1.795699,0.000067,0.000448,0.001215
1661868185632215808.png,0.819202,7.261267,9.629862,1.769495,0.000031,0.000324,0.001296
1661868185671216640.png,0.828405,7.413110,9.734335,1.821208,0.000010,0.000175,0.000822
1661868185707217408.png,0.847419,7.735380,9.944743,1.936974,0.000010,0.000149,0.000539
1661868185752218368.png,0.833593,7.521706,9.820050,1.854829,0.000015,0.000174,0.000635
1661868185794219264.png,0.838286,7.587245,9.862531,1.879503,0.000005,0.000102,0.000506
1661868185839220224.png,0.847159,7.765747,9.998716,1.946549,0.000061,0.000168,0.000439
1661868185875220992.png,0.846621,7.752052,9.993521,1.936609,0.000071,0.000117,0.000362
1661868185914221824.png,0.844995,7.700661,9.959625,1.924444,0.000020,0.000025,0.000305
1661868185962222848.png,0.849936,7.797140,10.029941,1.963006,0.000086,0.000584,0.000879
1661868186004223744.png,0.849385,7.815452,10.058310,1.954738,0.000086,0.000086,0.000188
1661868186046224640.png,0.838719,7.638049,9.950911,1.889132,0.000000,0.000015,0.000456
1661868186091225600.png,0.839089,7.650249,9.960856,1.892082,0.000000,0.000010,0.000426
1661868186130226432.png,0.850931,7.833197,10.080158,1.961612,0.000000,0.000035,0.000314
1661868186175227392.png,0.835965,7.603545,9.944616,1.862145,0.000132,0.000137,0.000258
1661868186220228352.png,0.847992,7.767374,10.041951,1.933898,0.000005,0.000005,0.000015
1661868186262229248.png,0.843912,7.739869,10.038023,1.915762,0.000010,0.000040,0.000278
1661868186307230208.png,0.852865,7.892805,10.135320,1.973891,0.000000,0.000020,0.000096
1661868186349231104.png,0.857424,7.953001,10.170718,2.005673,0.000020,0.000025,0.000121
1661868186391232000.png,0.842293,7.719004,10.039118,1.909704,0.000000,0.000030,0.000146
1661868186433232896.png,0.839660,7.634972,9.980750,1.890425,0.000000,0.000045,0.000485
1661868186478233856.png,0.835939,7.615187,9.984963,1.866973,0.000000,0.000040,0.000489
1661868186520234752.png,0.846782,7.787814,10.092368,1.933032,0.000000,0.000045,0.000146
1661868186562235648.png,0.846617,7.786292,10.093138,1.930578,0.000010,0.000071,0.000354
1661868186601236480.png,0.834484,7.560254,9.940347,1.849345,0.000005,0.000172,0.000879
1661868186643237376.png,0.830348,7.510827,9.912031,1.827487,0.000015,0.000258,0.001056
1661868186679238144.png,0.831653,7.557417,9.948251,1.833441,0.000152,0.000238,0.000773
1661868186718238976.png,0.835151,7.640552,10.003255,1.864524,0.000430,0.000481,0.001174
1661868186760239872.png,0.842610,7.752529,10.063237,1.904288,0.000056,0.000106,0.000562
1661868186805240832.png,0.836419,7.646437,9.991055,1.873969,0.000020,0.000436,0.000938
1661868186844241664.png,0.841877,7.739033,10.045379,1.905398,0.000309,0.000391,0.000938
1661868186883242496.png,0.837054,7.639438,9.977747,1.873854,0.000437,0.000741,0.001350
1661868186925243392.png,0.850250,7.896433,10.142707,1.959638,0.000137,0.000137,0.000595
1661868186964244224.png,0.843657,7.752662,10.041134,1.910132,0.000005,0.000005,0.000642
1661868187006245120.png,0.851469,7.897297,10.128881,1.961514,0.000000,0.000000,0.000587
1661868187048246016.png,0.839441,7.706317,10.009511,1.882460,0.000000,0.000286,0.000920
1661868187090246912.png,0.843587,7.791779,10.067726,1.912148,0.000036,0.000230,0.000830
1661868187129247744.png,0.844617,7.798243,10.067071,1.915246,0.000113,0.000374,0.001009
1661868187174248704.png,0.847234,7.852222,10.091330,1.932345,0.000000,0.000031,0.000586
1661868187216249600.png,0.853713,7.963727,10.149696,1.972770,0.000000,0.000005,0.000351
1661868187255250432.png,0.852857,7.936920,10.127016,1.968225,0.000000,0.000196,0.000558
1661868187297251328.png,0.846336,7.890087,10.104176,1.934285,0.000000,0.000207,0.000632
